row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Các khoản lãi và phí phải trả,Các khoản lãi và phí phải trả,Các khoản lãi và phí phải trả,13.813.151,10.591.116,13813151.0,10591116.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,36.599,22.049,36599.0,22049.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,3.723.650,2.827.363,3723650.0,2827363.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Các khoản phải trả nội bộ,Trong đó: > Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,374.512,282.839,374512.0,282839.0
Các khoản phải trả bên ngoài,Trong đó: > Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,3.173.117,2.348.479,3173117.0,2348479.0
- Thuế và các khoản phải trả cho Ngân sách nhà nước (Thuyết minh số 24),Trong đó: > - Thuế và các khoản phải trả cho Ngân sách nhà nước (Thuyết minh số 24),- Thuế và các khoản phải trả cho Ngân sách nhà nước (Thuyết minh số 24),2.397.529,1.715.669,2397529.0,1715669.0
- Phải trả về trung gian thanh toán và nợ phải trả khác,Trong đó: > - Phải trả về trung gian thanh toán và nợ phải trả khác,- Phải trả về trung gian thanh toán và nợ phải trả khác,775.273,541.961,775273.0,541961.0
- Các khoản phải trả khác,Trong đó: > - Các khoản phải trả khác,- Các khoản phải trả khác,315,90.849,315.0,90849.0
"Quỹ khen thưởng, phúc lợi","Trong đó: > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",176.021,196.045,176021.0,196045.0
,,,17.573.400,13.440.528,17573400.0,13440528.0
