row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Thu nhập tử hoạt động khác,Thu nhập tử hoạt động khác,Thu nhập tử hoạt động khác,4.970.679,1.341.801,4970679.0,1341801.0
Thu nhập tử nợ xấu đã được xử lý,Thu nhập tử nợ xấu đã được xử lý,Thu nhập tử nợ xấu đã được xử lý,4.445.880,478.098,4445880.0,478098.0
Thu nhập tử công cụ phải sinh khác,Thu nhập tử công cụ phải sinh khác,Thu nhập tử công cụ phải sinh khác,13.974,-,13974.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,510.825,863.703,510825.0,863703.0
Chi phí tử hoạt động khác,Chi phí tử hoạt động khác,Chi phí tử hoạt động khác,(159.768),(186.133),-159768.0,-186133.0
Chi phí tử công cụ phải sinh khác,Chi phí tử công cụ phải sinh khác,Chi phí tử công cụ phải sinh khác,-,(2.505),,-2505.0
Chi phí công tác xã hội,Chi phí công tác xã hội,Chi phí công tác xã hội,(72.293),(135.926),-72293.0,-135926.0
Chi phí khác,Chi phí khác,Chi phí khác,(87.475),(47.702),-87475.0,-47702.0
,,,4.810.911,1.155.668,4810911.0,1155668.0
