row_label_raw,row_label_full,"I. Tổng số cán bộ, nhân viên bình quân trong năm (người)",Năm nay > 7.034,Năm trước > 6.751,numeric__Năm nay > 7.034,numeric__Năm trước > 6.751
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,,,
1. Tổng thu nhập (triệu VND),"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng thu nhập (triệu VND)",1. Tổng thu nhập (triệu VND),2.580.558,2.364.608,2580558.0,2364608.0
2. Thu nhập bình quân hàng tháng (triệu VND/người),"II. Thu nhập của cán bộ, công nhân viên > 2. Thu nhập bình quân hàng tháng (triệu VND/người)",2. Thu nhập bình quân hàng tháng (triệu VND/người),"30,57","29,19",30.57,29.19
