row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng giảm giả,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng giảm giả,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư tại ngày 01/01/2024,Số dư tại ngày 01/01/2024,Số dư tại ngày 01/01/2024,58.870,1.540,60.410,58870.0,1540.0,60410.0
(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(Hoàn nhập)/Trích lập dự phòng trong năm,(21.777),519,(21.258),-21777.0,519.0,-21258.0
Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,37.093,2.059,39.152,37093.0,2059.0,39152.0
(Hoàn nhập) dự phòng trong năm,(Hoàn nhập) dự phòng trong năm,(Hoàn nhập) dự phòng trong năm,(37.093),(1.639),(38.732),-37093.0,-1639.0,-38732.0
Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,-,420,420,,420.0,420.0
