row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước(Trình bày lại),numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,56.462.639,52.172.695,,56462639.0,52172695.0
02.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,(33.886.137),(32.689.742),,-33886137.0,-32689742.0
03.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,3.330.271,1.325.355,,3330271.0,1325355.0
04.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh ngoại tệ và chứng khoán,374.446,140.465,,374446.0,140465.0
05.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập khác,365.612,676.327,,365612.0,676327.0
06.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",4.445.880,478.098,,4445880.0,478098.0
07.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(6.280.379),(5.591.149),,-6280379.0,-5591149.0
08.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(2.309.435),(1.858.625),,-2309435.0,-1858625.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,22.502.897,14.653.424,,22502897.0,14653424.0
,,,Những thay đối về tài sản hoạt động,(110.156.997),(114.660.923),,-110156997.0,-114660923.0
09.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,Thay đối các khoản tiền gửi và cho vay các TCTD khác,13.440.803,(16.089.687),,13440803.0,-16089687.0
10.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Thay đối các khoản về kinh doanh chứng khoán,9.383.630,2.341.062,,9383630.0,2341062.0
11.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Thay đối các công cụ tài chính phải sinh và các tài sản tài chính khác,(140.580),-,,-140580.0,
12.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,Thay đối các khoản cho vay khách hàng,(92.304.656),(78.878.511),,-92304656.0,-78878511.0
13.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"Thay đối nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tốn thất",(5.973.638),(6.654.397),,-5973638.0,-6654397.0
14.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,Thay đối khác về tài sản hoạt động,(34.562.556),(15.379.390),,-34562556.0,-15379390.0
,,,Những thay đối về công nợ hoạt động,122.571.917,111.956.624,,122571917.0,111956624.0
15.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Thay đối các khoản nợ chính phủ và NHNN,15.310.693,(90.794),,15310693.0,-90794.0
16.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"Thay đối các khoản tiền gửi, tiền vay các TCTD khác",14.609.103,63.324.696,,14609103.0,63324696.0
17.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Thay đối tiền gửi của khách hàng,72.253.002,52.393.145,,72253002.0,52393145.0
18.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Thay đối phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),5.818.430,(3.573.532),,5818430.0,-3573532.0
19.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"Thay đối vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",14.374.873,(181.585),,14374873.0,-181585.0
20.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,Thay đối các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(61.927),(35.225),,-61927.0,-35225.0
21.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,Thay đối khác về công nợ hoạt động,306.308,119.919,,306308.0,119919.0
22.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 22.,22.,Chi từ quỹ của tổ chức tin dụng,(38.565),-,,-38565.0,
I.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,34.917.817,11.949.125,,34917817.0,11949125.0
