row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.427.918,1.545.849,3427918.0,1545849.0
- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,- Thu từ dịch vụ thanh toán,2.967.764,1.119.252,2967764.0,1119252.0
- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,- Thu từ nghiệp vụ ủy thác và đại lý,149.852,90.099,149852.0,90099.0
"- Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tú kết","- Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tú kết","- Thu từ cung ứng dịch vụ bảo quản tài sản, cho thuê tú kết",120.023,178.709,120023.0,178709.0
- Thu khác,- Thu khác,- Thu khác,190.279,157.789,190279.0,157789.0
Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,Chi phí cho hoạt động dịch vụ,(222.280),(286.112),-222280.0,-286112.0
- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,- Chi về dịch vụ thanh toán,(40.813),(77.980),-40813.0,-77980.0
- Cước phí bưu điện về mạng viễn thông,- Cước phí bưu điện về mạng viễn thông,- Cước phí bưu điện về mạng viễn thông,(52.562),(68.888),-52562.0,-68888.0
- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,- Chi về hoạt động ngân quỹ,(33.947),(56.358),-33947.0,-56358.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,(94.958),(82.886),-94958.0,-82886.0
,,,3.205.638,1.259.737,3205638.0,1259737.0
