row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,41,63.886,30.089,,41.0,63886.0,30089.0
2.,2.,2.,Cam kết giao dịch hồi doái,41,15.898.784,13.754.686,,41.0,15898784.0,13754686.0
,,,Cam kết mua ngoại tệ,,65.680,848.566,,,65680.0,848566.0
,,,Cam kết bán ngoại tệ,,397.853,613.719,,,397853.0,613719.0
,,,Cam kết giao dịch hoán đối,,15.435.251,12.292.401,,,15435251.0,12292401.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,41,73.013.107,26.254.923,,41.0,73013107.0,26254923.0
4.,4.,4.,Bảo lãnh khác,41,28.195.294,17.927.463,,41.0,28195294.0,17927463.0
5.,5.,5.,Lãi cho vay và phí phải thu chưa thu được,42,6.215.136,8.753.519,,42.0,6215136.0,8753519.0
6.,6.,6.,Nợ khó đòi đã xử lý,43,41.670.962,40.045.556,,43.0,41670962.0,40045556.0
7.,7.,7.,Tài sản và chứng từ khác,44,1.975.697,2.433.457,,44.0,1975697.0,2433457.0
