row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) dự phòng rủi ro trong năm,Năm 2024Triệu đồng > 58.827 > 54.150,Năm 2023Triệu đồng > 68.192 > (9.365),numeric__Năm 2024Triệu đồng > 58.827 > 54.150,numeric__Năm 2023Triệu đồng > 68.192 > (9.365)
Trong đó:,Trong đó:,Trong đó:,,,,
Trích lập dự phòng tài sản có rủi ro tín dụng(Thuyết minh số 34),Trong đó: > Trích lập dự phòng tài sản có rủi ro tín dụng(Thuyết minh số 34),Trích lập dự phòng tài sản có rủi ro tín dụng(Thuyết minh số 34),36.815,-,36815.0,
Trích lập/(hoàn nhập) dự phòng nợ phải thu khóđời (Thuyết minh số 33),Trong đó: > Trích lập/(hoàn nhập) dự phòng nợ phải thu khóđời (Thuyết minh số 33),Trích lập/(hoàn nhập) dự phòng nợ phải thu khóđời (Thuyết minh số 33),17.335,(9.365),17335.0,-9365.0
Số dư cuối năm,Trong đó: > Số dư cuối năm,Số dư cuối năm,112.977,58.827,112977.0,58827.0
