row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,71.589,12.378,71589.0,12378.0
Phải trả nhân viên,Phải trả nhân viên,Phải trả nhân viên,71.589,12.378,71589.0,12378.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,7.165.358,8.134.916,7165358.0,8134916.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,20.452,64.385,20452.0,64385.0
Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,768.674,323.834,768674.0,323834.0
Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,,,,
Nhà nước (Thuyết minh số 23),Thuế và các khoản phải trả ngân sách > Nhà nước (Thuyết minh số 23),Nhà nước (Thuyết minh số 23),2.610.220,2.397.444,2610220.0,2397444.0
Phải trả về hoạt động thanh toán,Thuế và các khoản phải trả ngân sách > Phải trả về hoạt động thanh toán,Phải trả về hoạt động thanh toán,1.661.891,4.199.775,1661891.0,4199775.0
Phải trả nhà cung cấp,Thuế và các khoản phải trả ngân sách > Phải trả nhà cung cấp,Phải trả nhà cung cấp,34.336,44.361,34336.0,44361.0
Tiền giữ hộ và đợi thanh toán,Thuế và các khoản phải trả ngân sách > Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,1.391.935,664.150,1391935.0,664150.0
Các khoản phải trả khác,Thuế và các khoản phải trả ngân sách > Các khoản phải trả khác,Các khoản phải trả khác,677.850,440.967,677850.0,440967.0
,,,7.236.947,8.147.294,7236947.0,8147294.0
