row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2024Triệu đồng,Giá trị > Năm 2023Triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2024Triệu đồng,numeric__Giá trị > Năm 2023Triệu đồng
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Doanh thu lãi tiền gửi tại Công ty con,849.436,609.872,,849436.0,609872.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Doanh thu dịch vụ tư vấn và phí khác,33.593,35.497,,33593.0,35497.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Chi phí lãi tiền gửi của Công ty con,(54.533),(62.185),,-54533.0,-62185.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Doanh thu từ hợp đồng phải sinh,137.989,101.025,,137989.0,101025.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Chi phí cho hợp đồng phải sinh,(77.773),(35.678),,-77773.0,-35678.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Doanh thu dịch vụ thanh toán,782,2.704,,782.0,2704.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Doanh thu phí thu chi hộ,-,2.018,,,2018.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Nhận tiền gửi có kỳ hạn từ Công ty con,392.304.718,419.260.000,,392304718.0,419260000.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Trả tiền gửi có kỳ hạn từ Công ty con,(389.775.000),(425.760.000),,-389775000.0,-425760000.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Gửi tiền có kỳ hạn tại Công ty con,204.280.000,117.308.000,,204280000.0,117308000.0
VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,VPB SMBC FC- Công ty con,Rút tiền gửi có kỳ hạn tại Công ty con,(200.020.000),(112.888.000),,-200020000.0,-112888000.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Chi phí lãi tiền gửi của Công ty con,(968),(2.121),,-968.0,-2121.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Nhận tiền gửi có kỳ hạn từ Công ty con,16.500,115.315,,16500.0,115315.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Trả tiền gửi có kỳ hạn từ Công ty con,(1.500),(178.215),,-1500.0,-178215.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Chi phí lãi tiền gửi của Công ty con,(6.709),(6.136),,-6709.0,-6136.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Doanh thu từ hợp đồng phải sinh,39.571,1.222,,39571.0,1222.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Chi phí cho hợp đồng phải sinh,(50.344),(1.618),,-50344.0,-1618.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Chi phí dịch vụ tư vấn,-,(779),,,-779.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Doanh thu từ dịch vụ thanh toán,898,-,,898.0,
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Nhận tiền gửi từ Công ty con,-,39,,,39.0
VPBankS -Công ty con,VPBankS -Công ty con,VPBankS -Công ty con,Trả tiền gửi cho Công ty con,-,(639),,,-639.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Chi phí lãi tiền gửi của Công ty con,(10.148),(4.842),,-10148.0,-4842.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Chi phí dịch vụ bảo hiểm,(7.379),(6.860),,-7379.0,-6860.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Doanh thu dịch vụ bảo hiểm,130.725,183.145,,130725.0,183145.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Nhận tiền gửi từ Công ty con,1.249.000,51.670,,1249000.0,51670.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Trả tiền gửi cho Công ty con,(1.281.525),(77.000),,-1281525.0,-77000.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Cổ tức nhận từ Công ty con,217.569,-,,217569.0,
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Tăng vốn góp ở Công ty con,715.000,-,,715000.0,
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Chi phí lãi tiền vay từ SMBC,(446.529),(101.688),,-446529.0,-101688.0
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Doanh thu lãi tiền gửi tại SMBC,15.812,2.145,,15812.0,2145.0
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Doanh thu từ hợp đồng phải sinh với SMBC,1.416.891,224.931,,1416891.0,224931.0
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Chi phí từ hợp đồng phải sinh với SMBC,(1.278.102),(232.270),,-1278102.0,-232270.0
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Chi phí khác,(197.891),(26.350),,-197891.0,-26350.0
Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Ngân hàngSumitomoMitsui BankingCorporation -Cổ đông lớn(*),Thu phí dịch vụ khác,2.925,-,,2925.0,
