row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Giấy Chứng nhận Đăng ký Kinh doanh số 0105837483 do Sở Kế hoạch và Đầu tư Hà Nội cấp thay đổi lần gần nhất ngày 12 tháng 5 năm 2023,Quản lý nợ và khai thác tài sản,115 tỷ đồng Việt Nam,100%,,,,1.0
Công ty Tài chínhTNHH Ngân hàng Việt Nam ThỉnhVượng SMBC(“VPB SMBC FC”),Công ty Tài chínhTNHH Ngân hàng Việt Nam ThỉnhVượng SMBC(“VPB SMBC FC”),Công ty Tài chínhTNHH Ngân hàng Việt Nam ThỉnhVượng SMBC(“VPB SMBC FC”),Giấy Chứng nhận Đăng ký Kinh doanh số 0102180545 do Sở Kế hoạch và Đầu tư TP Hồ Chí Minh cấp thay đổi gần nhất ngày 29 tháng 5 năm 2024,Hoạt động dịch vụ tài chính khác,10.928 tỷ đồng Việt Nam,50%,,,,0.5
