row_label_raw,row_label_full,col_0,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
"Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí","Chi phí thuế, lệ phí và phí",3.182,2.408,3182.0,2408.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,5.332.133,5.143.748,5332133.0,5143748.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,4.874.420,4.736.164,4874420.0,4736164.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,225.952,203.359,225952.0,203359.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,70.142,61.919,70142.0,61919.0
Chi khác,Trong đó: > Chi khác,Chi khác,161.619,142.306,161619.0,142306.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.667.225,1.329.537,1667225.0,1329537.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,407.688,325.609,407688.0,325609.0
Chi thuê tài sản,Trong đó: > Chi thuê tài sản,Chi thuê tài sản,798.123,636.742,798123.0,636742.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.092.340,957.536,1092340.0,957536.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,25.788,22.955,25788.0,22955.0
Trích lập dự phòng rủi ro khác,Trong đó: > Trích lập dự phòng rủi ro khác,Trích lập dự phòng rủi ro khác,(185.883),272.668,-185883.0,272668.0
(Hoàn nhập)/trích lập dự phòng đầu tư dài hạn (Thuyết minh số 14.3),Trong đó: > (Hoàn nhập)/trích lập dự phòng đầu tư dài hạn (Thuyết minh số 14.3),(Hoàn nhập)/trích lập dự phòng đầu tư dài hạn (Thuyết minh số 14.3),(203.218),282.033,-203218.0,282033.0
Trích lập/(hoàn nhập) dự phòng nợ phải thu khó đòi (Thuyết minh số 16.4),Trong đó: > Trích lập/(hoàn nhập) dự phòng nợ phải thu khó đòi (Thuyết minh số 16.4),Trích lập/(hoàn nhập) dự phòng nợ phải thu khó đòi (Thuyết minh số 16.4),17.335,(9.365),17335.0,-9365.0
Chi bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi bảo hiểm tiền gửi của khách hàng,Chi bảo hiểm tiền gửi của khách hàng,431.141,301.649,431141.0,301649.0
Chi phí CNTT,Trong đó: > Chi phí CNTT,Chi phí CNTT,505.563,248.126,505563.0,248126.0
Chi về thuế GTGT đầu vào không được khấu trừ,Trong đó: > Chi về thuế GTGT đầu vào không được khấu trừ,Chi về thuế GTGT đầu vào không được khấu trừ,133.498,125.965,133498.0,125965.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,633.311,781.269,633311.0,781269.0
,,,9.612.510,9.162.906,9612510.0,9162906.0
