row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,848.721,1.754.978,848721.0,1754978.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,294.393.922,298.229.425,294393922.0,298229425.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,2.972.620,264.965,2972620.0,264965.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,1.955.905,992.663,1955905.0,992663.0
Cam kết nhận - giao dịch hoán đổi tiền tệ,Cam kết nhận - giao dịch hoán đổi tiền tệ,Cam kết nhận - giao dịch hoán đổi tiền tệ,145.015.029,148.506.799,145015029.0,148506799.0
Cam kết trả - giao dịch hoán đổi tiền tệ,Cam kết trả - giao dịch hoán đổi tiền tệ,Cam kết trả - giao dịch hoán đổi tiền tệ,144.450.368,148.464.998,144450368.0,148464998.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,16.461.049,38.680.116,16461049.0,38680116.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,16.518.381,38.826.301,16518381.0,38826301.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(57.332),(146.185),-57332.0,-146185.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,26.008.227,19.546.205,26008227.0,19546205.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,6.945.197,6.796.559,6945197.0,6796559.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,9.331.348,4.410.630,9331348.0,4410630.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,470.493,371.974,470493.0,371974.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,9.932.864,8.370.870,9932864.0,8370870.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(671.675),(403.828),-671675.0,-403828.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,338.994.341,282.690.471,338994341.0,282690471.0
Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,35.247.878,30.098.391,35247878.0,30098391.0
Cam kết hoán đổi lãi suất tiền tệ chéo - trả,Cam kết hoán đổi lãi suất tiền tệ chéo - trả,Cam kết hoán đổi lãi suất tiền tệ chéo - trả,36.696.070,30.677.552,36696070.0,30677552.0
Cam kết hoán đổi lãi suất một đồng tiền,Cam kết hoán đổi lãi suất một đồng tiền,Cam kết hoán đổi lãi suất một đồng tiền,39.136.588,21.973.473,39136588.0,21973473.0
Cam kết mua bán giấy tờ có giá,Cam kết mua bán giấy tờ có giá,Cam kết mua bán giấy tờ có giá,6.558.266,3.366.684,6558266.0,3366684.0
Cam kết khác,Cam kết khác,Cam kết khác,221.355.539,196.574.371,221355539.0,196574371.0
- Trong đó: Hạn mức tín dụng chưa sử dụng có thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụng có thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụng có thể hủy ngang,221.212.186,196.427.687,221212186.0,196427687.0
Nghĩa vụ tiềm Ản và các cam kết đưa ra,Nghĩa vụ tiềm Ản và các cam kết đưa ra,Nghĩa vụ tiềm Ản và các cam kết đưa ra,676.706.260,640.901.195,676706260.0,640901195.0
