row_label_raw,row_label_full,col_0,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,9.182.086,10.035.330,9182086.0,10035330.0
Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,4.408.024,5.411.410,4408024.0,5411410.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,108.008,45.418,108008.0,45418.0
Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,Thu từ dịch vụ đại lý bảo hiểm,605.035,1.107.302,605035.0,1107302.0
Thu phí liên quan đến các loại thể,Thu phí liên quan đến các loại thể,Thu phí liên quan đến các loại thể,2.270.082,2.023.721,2270082.0,2023721.0
Thu khác,Thu khác,Thu khác,1.790.937,1.447.479,1790937.0,1447479.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(5.281.573),(3.931.824),-5281573.0,-3931824.0
Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,(2.134.793),(1.733.890),-2134793.0,-1733890.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(61.156),(58.919),-61156.0,-58919.0
Chi cho hoạt động thể,Chi cho hoạt động thể,Chi cho hoạt động thể,(1.187.254),(910.200),-1187254.0,-910200.0
Chi khác,Chi khác,Chi khác,(1.898.370),(1.228.815),-1898370.0,-1228815.0
,,,3.900.513,6.103.506,3900513.0,6103506.0
