row_label_raw,row_label_full,col_0,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,6.795.052,5.858.826,6795052.0,5858826.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,3.749.848,3.533.159,3749848.0,3533159.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,2.743.022,2.095.313,2743022.0,2095313.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,1.715,903,1715.0,903.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,32.500,327,32500.0,327.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,188.732,106.949,188732.0,106949.0
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,330,1.368,330.0,1368.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,78.905,120.807,78905.0,120807.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(4.195.367),(2.817.788),-4195367.0,-2817788.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(3.912.409),(2.583.158),-3912409.0,-2583158.0
Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,(26.638),-,-26638.0,
Chi khác,Chi khác,Chi khác,(256.320),(234.630),-256320.0,-234630.0
,,,2.599.685,3.041.038,2599685.0,3041038.0
