row_label_raw,row_label_full,Bên liên quan,Diễn giải,Phải thu/(Phải trả),Phải thu/(Phải trả)_1,numeric__Diễn giải,numeric__Phải thu/(Phải trả),numeric__Phải thu/(Phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Diễn giải,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,,,
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Dự chi lãi vay,(82.141),(23.905),,-82141.0,-23905.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Dự chi từ hợp đồng phải sinh,(234.296),(222.387),,-234296.0,-222387.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Dự thu từ hợp đồng phải sinh,216.238,352.342,,216238.0,352342.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Phí trả trước chờ phân bổ,169.843,148.867,,169843.0,148867.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Tiền gửi của SMBC,(408),(597),,-408.0,-597.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Tiền gửi tại SMBC,23.166,25.022,,23166.0,25022.0
Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Bên liên quan > Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Ngân hàng SumitomoMitsui BankingCorporation - Cổ đông lớn (*),Vay từ SMBC,(5.015.660),(4.230.058),,-5015660.0,-4230058.0
CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Bên liên quan > CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Nhận tiền gửi không kỳ hạn,(1.225),(449),,-1225.0,-449.0
CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Bên liên quan > CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Nhận tiền gửi có kỳ hạn,(16.000),(16.000),,-16000.0,-16000.0
CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Bên liên quan > CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,CTCP Căng Sài Gòn- Công ty do Ngân hàng đầu tư góp vốn dài hạn có từ 11% quyền biểu quyết trở xuống,Dự chi lãi tiền gửi,(276),(379),,-276.0,-379.0
CTCP đầu tư trung tâm thương mại Vinh (Vicentra) (**),Bên liên quan > CTCP đầu tư trung tâm thương mại Vinh (Vicentra) (**),CTCP đầu tư trung tâm thương mại Vinh (Vicentra) (**),Nhận tiền gửi không kỳ hạn,(741),(147),,-741.0,-147.0
Công ty TNHH MTV EFFEXI (**),Bên liên quan > Công ty TNHH MTV EFFEXI (**),Công ty TNHH MTV EFFEXI (**),Nhận tiền gửi không kỳ hạn,(227),-,,-227.0,
Công ty TNHH MTV Rostra (**),Bên liên quan > Công ty TNHH MTV Rostra (**),Công ty TNHH MTV Rostra (**),Nhận tiền gửi không kỳ hạn,(6.248),-,,-6248.0,
CTCP Diera Corp (**),Bên liên quan > CTCP Diera Corp (**),CTCP Diera Corp (**),Nhận tiền gửi không kỳ hạn,(2.623),(62),,-2623.0,-62.0
CT TNHH MTV Xưởng Phim Mâu Hồng (**),Bên liên quan > CT TNHH MTV Xưởng Phim Mâu Hồng (**),CT TNHH MTV Xưởng Phim Mâu Hồng (**),Nhận tiền gửi không kỳ hạn,(101),(1.485),,-101.0,-1485.0
