row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,261.322,206.810,261322.0,206810.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,9.250.700,32.463.725,9250700.0,32463725.0
- Phải thu về thư tín dụng trả chậm (*),- Phải thu về thư tín dụng trả chậm (*),- Phải thu về thư tín dụng trả chậm (*),4.895.385,28.000.136,4895385.0,28000136.0
- Mua hằng miễn truy đổi bộ chứng từ theo thư tín dụng do chính ngân hàng phát hành,- Mua hằng miễn truy đổi bộ chứng từ theo thư tín dụng do chính ngân hàng phát hành,- Mua hằng miễn truy đổi bộ chứng từ theo thư tín dụng do chính ngân hàng phát hành,162.855,-,162855.0,
- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,1.338.649,1.375.917,1338649.0,1375917.0
- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,1.414.058,1.928.290,1414058.0,1928290.0
- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,400.579,423.509,400579.0,423509.0
- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,- Phải thu bên ngoài khác,1.039.174,735.873,1039174.0,735873.0
Mua sắm tài sản cổ định,Mua sắm tài sản cổ định,Mua sắm tài sản cổ định,49.963,90.308,49963.0,90308.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,5.017,4.768,5017.0,4768.0
,,,9.567.002,32.765.611,9567002.0,32765611.0
