row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Thuyết minh,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,-,35.897.546,,,35897546.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(7.933.924),(7.933.924),,-7933924.0,-7933924.0
Tiền thu được do bán cổ phiếu quỹ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu được do bán cổ phiếu quỹ,Tiền thu được do bán cổ phiếu quỹ,,-,302.196,,,302196.0
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,,(7.933.924),28.265.818,,-7933924.0,28265818.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,56.214.629,41.541.489,,56214629.0,41541489.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,108.172.371,66.630.882,,108172371.0,66630882.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,164.387.000,108.172.371,35.0,164387000.0,108172371.0
CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM,,,
Giảm thăng dư vốn cổ phần do phát hành cổ phiếu quỹ theo ESOP từ nguồn cổ phiếu quỹ,CÁC GIAO DỊCH PHI TIỀN TỆ TRỘNG YẾU TRONG NĂM > Giảm thăng dư vốn cổ phần do phát hành cổ phiếu quỹ theo ESOP từ nguồn cổ phiếu quỹ,Giảm thăng dư vốn cổ phần do phát hành cổ phiếu quỹ theo ESOP từ nguồn cổ phiếu quỹ,,-,(581.270),,,-581270.0
