row_label_raw,row_label_full,col_0,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),18.260.253,13.468.297,18260253.0,13468297.0
- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(230.370),(3.147),-230370.0,-3147.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,48.560,62.217,48560.0,62217.0
- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(4.742),-,-4742.0,
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,18.073.701,13.527.367,18073701.0,13527367.0
Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh thuế TNDN năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh thuế TNDN năm trước,Chi phí thuế TNDN theo thuế suất hiện hànhĐiều chỉnh thuế TNDN năm trước,3.614.7408.051,2.705.4735.034,36147408051.0,27054735034.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,3.622.791,2.710.507,3622791.0,2710507.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,2.015.474,3.093.266,2015474.0,3093266.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(3.223.844),(3.788.299),-3223844.0,-3788299.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,2.414.421,2.015.474,2414421.0,2015474.0
