row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Giấy phép hoạt động kinh doanhChứng khoán số 106/UBCK-GP do Ủy ban Chứng khoán Nhà nước cấp ngày 8 tháng 4 năm 2009 và Giấy phép Điều chỉnh gần nhất ngày 11 tháng 12 năm 2024,Các hoạt động chứng khoán,15.000 tỷ đồng Việt Nam,"99,9537%",,,,0.999537
Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Giấy phép thành lập và hoạt động số 79/GP/KDBH do Bộ Tài chính cấp ngày 20 tháng 3 năm 2018 và Giấy phép điều chỉnh gần nhất ngày 19 tháng 6 năm 2024,Kinh doanh bảo hiểm phi nhân thọ,1.265 tỷ đồng Việt Nam,"99,13%",,,,0.9913
