row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2017%/năm,Ngày 31 tháng12 năm 2016%/năm,numeric__Ngày 31 tháng12 năm 2017%/năm,numeric__Ngày 31 tháng12 năm 2016%/năm
Tiền gửi có kỳ hạn của các TCTD khác bằng VND,Tiền gửi có kỳ hạn của các TCTD khác bằng VND,Tiền gửi có kỳ hạn của các TCTD khác bằng VND,"0,7% - 3,8%","3,7% - 5,4%",,
Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,Tiền gửi có kỳ hạn của các TCTD khác bằng ngoại tệ,"0,8% - 2,2%","1,0% - 2,2%",,
Tiền vay các TCTD khác bằng VND,Tiền vay các TCTD khác bằng VND,Tiền vay các TCTD khác bằng VND,"1,1% - 4,8%","3,7% - 5,4%",,
Tiền vay các TCTD khác bằng ngoại tệ,Tiền vay các TCTD khác bằng ngoại tệ,Tiền vay các TCTD khác bằng ngoại tệ,"0,8% - 2,9%","1,0% - 2,2%",,
