row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2017 triệu đồng,31/12/2016 triệu đồng,numeric__Thuyết minh,numeric__31/12/2017 triệu đồng,numeric__31/12/2016 triệu đồng
Hao mòn tài sản cố định,Chứng khoán kinh doanh > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(134.470),(181.395),,-134470.0,-181395.0
Bất động sản đầu tư,Chứng khoán kinh doanh > Bất động sản đầu tư,Bất động sản đầu tư,,16.403,16.403,,16403.0,16403.0
Nguyên giá bất động sản đầu tư,Chứng khoán kinh doanh > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,16.403,16.403,,16403.0,16403.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,-,-,,,
Tài sản Có khác,Giá trị hao mòn lũy kế > Tài sản Có khác,Tài sản Có khác,14,2.295.103,2.100.840,14.0,2295103.0,2100840.0
Các khoản phải thu,Giá trị hao mòn lũy kế > Các khoản phải thu,Các khoản phải thu,,662.308,583.389,,662308.0,583389.0
Các khoản lãi và phí phải thu,Giá trị hao mòn lũy kế > Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,,1.124.648,1.304.946,,1124648.0,1304946.0
Tài sản thuế thu nhập hoãn lại,Giá trị hao mòn lũy kế > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,76,88,,76.0,88.0
Tài sản Có khác,Giá trị hao mòn lũy kế > Tài sản Có khác,Tài sản Có khác,,508.071,212.417,,508071.0,212417.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,-,-,,,
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,123.159.117,104.516.957,,123159117.0,104516957.0
