row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2017 triệu đồng,Năm 2016 triệu đồng,numeric__Thuyết minh,numeric__Năm 2017 triệu đồng,numeric__Năm 2016 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,7.252.564,5.291.791,23.0,7252564.0,5291791.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,24,(3.796.588),(2.665.553),24.0,-3796588.0,-2665553.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,3.455.976,2.626.238,,3455976.0,2626238.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,594.174,391.311,,594174.0,391311.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(187.283),(135.674),,-187283.0,-135674.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,406.891,255.637,25.0,406891.0,255637.0
(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,(Lỗ)/lãi thuần từ hoạt động kinh doanh ngoại hối,26,(62.888),24.814,26.0,-62888.0,24814.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,27,161.340,149.445,27.0,161340.0,149445.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,1.380,27.556,,1380.0,27556.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,160.975,345.240,,160975.0,345240.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(34.212),(27.959),,-34212.0,-27959.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,126.763,317.281,28.0,126763.0,317281.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,4.089.462,3.400.971,,4089462.0,3400971.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(1.324.020),(1.118.077),,-1324020.0,-1118077.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(90.904),(89.714),,-90904.0,-89714.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(919.533),(884.837),,-919533.0,-884837.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(2.334.457),(2.092.628),29.0,-2334457.0,-2092628.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,1.755.005,1.308.343,,1755005.0,1308343.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(349.935),(606.127),,-349935.0,-606127.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,1.405.070,702.216,,1405070.0,702216.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,21,(280.779),(139.806),21.0,-280779.0,-139806.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,(12),(678),,-12.0,-678.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(280.791),(140.484),,-280791.0,-140484.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,1.124.279,561.732,,1124279.0,561732.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),22.2,2.002,1.125,222.0,2002.0,1125.0
