row_label_raw,row_label_full,col_0,31/12/2017triệu đồng,31/12/2016triệu đồng,numeric__31/12/2017triệu đồng,numeric__31/12/2016triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,662.308,583.389,662308.0,583389.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,46.561,56.739,46561.0,56739.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,615.747,526.650,615747.0,526650.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,30.110,30.730,30110.0,30730.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,14.787,39.248,14787.0,39248.0
- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchậm (i),372.935,301.828,372935.0,301828.0
- Chi xử lý tài sản đảm bảo nợ,- Chi xử lý tài sản đảm bảo nợ,- Chi xử lý tài sản đảm bảo nợ,24.569,24.052,24569.0,24052.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,173.346,130.792,173346.0,130792.0
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.124.648,1.304.946,1124648.0,1304946.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,76,88,76.0,88.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,508.071,212.417,508071.0,212417.0
- Vật liệu,- Vật liệu,- Vật liệu,7.040,6.747,7040.0,6747.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",181.306,2.206,181306.0,2206.0
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,319.725,203.464,319725.0,203464.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,-,-,,
,,,2.295.103,2.100.840,2295103.0,2100840.0
