row_label_raw,row_label_full,col_0,Vốnđiều lệ,Thăng dư vốncổ phần,Cổ phiếu Quỹ,Quỹ đầu tưphát triển,Quỹ dự phòngtài chính,Quỹ dữ trữ bổsung vốn điềulệ,Lợi nhuậnchưa phânphói,Tổng cộng,numeric__Vốnđiều lệ,numeric__Thăng dư vốncổ phần,numeric__Cổ phiếu Quỹ,numeric__Quỹ đầu tưphát triển,numeric__Quỹ dự phòngtài chính,numeric__Quỹ dữ trữ bổsung vốn điềulệ,numeric__Lợi nhuậnchưa phânphói,numeric__Tổng cộng
Số dư tại 1/1/2016,Số dư tại 1/1/2016,Số dư tại 1/1/2016,4.845.000,1.957.958,(12),7.319,342.424,835.778,622.342,8.610.809,4845000.0,1957958.0,-12.0,7319.0,342424.0,835778.0,622342.0,8610809.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,561.732,561.732,,,,,,,561732.0,561732.0
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,799.425,(799.425),(7),-,-,-,-,(7),799425.0,-799425.0,-7.0,,,,,-7.0
Trích lập các quỹ thuộc vốn chủ sở hữu,Trích lập các quỹ thuộc vốn chủ sở hữu,Trích lập các quỹ thuộc vốn chủ sở hữu,-,-,-,-,46.650,24.553,(71.203),-,,,,,46650.0,24553.0,-71203.0,
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",-,-,-,-,-,-,(16.794),(16.794),,,,,,,-16794.0,-16794.0
Cổ tức phải trả cho cổ đông,Cổ tức phải trả cho cổ đông,Cổ tức phải trả cho cổ đông,-,-,-,-,-,-,(411.824),(411.824),,,,,,,-411824.0,-411824.0
Biến động khác,Biến động khác,Biến động khác,-,-,-,-,-,-,(1.141),(1.141),,,,,,,-1141.0,-1141.0
Số dư tại 31/12/2016,Số dư tại 31/12/2016,Số dư tại 31/12/2016,5.644.425,1.158.533,(19),7.319,389.074,860.331,683.112,8.742.774,5644425.0,1158533.0,-19.0,7319.0,389074.0,860331.0,683112.0,8742774.0
