row_label_raw,row_label_full,col_0,Giá trị ghi sổ > Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,Giá trị ghi sổ > Giữ đến ngày đáo hạn,Giá trị ghi sổ > Cho vay và phải thu,Giá trị ghi sổ > Sẵn sàng để bán,Giá trị ghi sổ > Tài sản hạch toán theo giá trị phân bổ,Giá trị ghi sổ > Tổng cộng giá trị ghi sổ,Đơn vị: Triệu đồng > Giá trị hợp lý,numeric__Giá trị ghi sổ > Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,numeric__Giá trị ghi sổ > Giữ đến ngày đáo hạn,numeric__Giá trị ghi sổ > Cho vay và phải thu,numeric__Giá trị ghi sổ > Sẵn sàng để bán,numeric__Giá trị ghi sổ > Tài sản hạch toán theo giá trị phân bổ,numeric__Giá trị ghi sổ > Tổng cộng giá trị ghi sổ,numeric__Đơn vị: Triệu đồng > Giá trị hợp lý
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,-,-,1.016.409,1.016.409,1.016.409,,,,,1016409.0,1016409.0,1016409.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,-,-,3.587.550,3.587.550,(*),,,,,3587550.0,3587550.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,-,-,10.274.966,10.274.966,(*),,,,,10274966.0,10274966.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,-,-,78.919.360,-,-,78.919.360,(*),,,78919360.0,,,78919360.0,
Hoạt động mua nợ,Hoạt động mua nợ,Hoạt động mua nợ,-,-,955.774,-,-,955.774,(*),,,955774.0,,,955774.0,
Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,-,-,-,24.734.804,-,24.734.804,(*),,,,24734804.0,,24734804.0,
Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,-,875.092,-,-,-,875.092,(*),,875092.0,,,,875092.0,
Tài sản tài chính khác,Tài sản tài chính khác,Tài sản tài chính khác,-,-,1.786.956,-,508.147,2.295.103,(*),,,1786956.0,,508147.0,2295103.0,
,,,-,875.092,81.662.090,24.734.804,15.387.072,122.659.058,(*),,875092.0,81662090.0,24734804.0,15387072.0,122659058.0,
