row_label_raw,row_label_full,col_0,Năm 2017 triệu đồng,Năm 2016 triệu đồng,numeric__Năm 2017 triệu đồng,numeric__Năm 2016 triệu đồng
Thu nhập từ hoạt động kinh doanh trước thuế,Thu nhập từ hoạt động kinh doanh trước thuế,Thu nhập từ hoạt động kinh doanh trước thuế,1.405.070,702.216,1405070.0,702216.0
Trừ:- Thu nhập không chịu thuế,Trừ:- Thu nhập không chịu thuế,Trừ:- Thu nhập không chịu thuế,649,(3.218),649.0,-3218.0
Cộng:- Chi phí không được khấu trừ,Cộng:- Chi phí không được khấu trừ,Cộng:- Chi phí không được khấu trừ,(1.821),-,-1821.0,
Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,1.403.898,698.998,1403898.0,698998.0
Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,280.779,139.806,280779.0,139806.0
Chi phí thuế TNDN phát sinh trong năm,Chi phí thuế TNDN phát sinh trong năm,Chi phí thuế TNDN phát sinh trong năm,280.779,139.806,280779.0,139806.0
Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,(226),-,-226.0,
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,55.646,74.187,55646.0,74187.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(182.472),(158.347),-182472.0,-158347.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,153.727,55.646,153727.0,55646.0
