row_label_raw,row_label_full,col_0,Giá trị mênh giá > 31/12/2017 triệu đồng,Giá trị mênh giá > 31/12/2016 triệu đồng,numeric__Giá trị mênh giá > 31/12/2017 triệu đồng,numeric__Giá trị mênh giá > 31/12/2016 triệu đồng
Bảo lãnh,Bảo lãnh,Bảo lãnh,131.145,100.000,131145.0,100000.0
Bất động sản,Bất động sản,Bất động sản,208.378,208.378,208378.0,208378.0
"Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá",795.000,995.000,795000.0,995000.0
,,,1.134.523,1.303.378,1134523.0,1303378.0
