row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính trong năm,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính trong năm
1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,1- Nhóm các công ty con sở hữu trực tiếp,,,,,
1,1- Nhóm các công ty con sở hữu trực tiếp > 1,1,Công ty Cổ phầnKhu Công nghiệpSài Gòn - Bắc Giang,"92,5","88,96","Khu công nghiệp Quang Châu,xã Quang Châu, huyện ViệtYên, tỉnh Bắc Giang, Việt Nam","Đầu tư, xây dựngvà kinh doanh bấtđộng sản",,92.5,88.96,,
2,1- Nhóm các công ty con sở hữu trực tiếp > 2,2,Công ty Cổ phầnKhu Công nghiệpSài Gòn - Hải Phòng,"89,26","89,26","Khu công nghiệp Tràng Duệ,xã Lê Lợi, huyện An Dương,thành phố Hải Phòng, ViệtNam","Đầu tư, xây dựngvà kinh doanh bấtđộng sản",,89.26,89.26,,
3,1- Nhóm các công ty con sở hữu trực tiếp > 3,3,Công ty Cổ phầnPhát triển Đô thị SàiGòn - Tây Bắc,"74,3","72,82","Âp Trạm Bơm, quốc lộ 22, xãTân Phú Trung, huyện Cử Chi,thành phố Hồ Chí Minh, ViệtNam","Đầu tư, xây dựngvà kinh doanh bấtđộng sản",,74.3,72.82,,
4,1- Nhóm các công ty con sở hữu trực tiếp > 4,4,Công ty TNHH Mộtthành viên Pháttriển Đô thị TràngCát,100,100,"Khu Bãi Triều, phường TràngCát, quận Hải An, thuộc Khuskinh tế Đình Vũ - Cát Hải,thành phố Hải Phòng, Việt Nam","Đầu tư, xây dựngvà kinh doanh bấtđộng sản",,100.0,100.0,,
5,1- Nhóm các công ty con sở hữu trực tiếp > 5,5,Công ty TNHH MTVĐầu tư NGD,100,100,"Số 10, ngõ Hàng Bột, phườngCát Lĩnh, quận Đống Đa, thànhphố Hà Nội, Việt Nam","Đầu tư, xây dựngvà kinh doanh bấtđộng sản",,100.0,100.0,,
