row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,Chi phí phát triển cơ sở hạ tầng trích trước đối với bất động sản đã chuyển nhượng,1.695.526.951.918,1.296.359.898.602,1695526951918.0,1296359898602.0
Tiền thuê đất trích trước của các khu công nghiệp,Ngắn hạn > Tiền thuê đất trích trước của các khu công nghiệp,Tiền thuê đất trích trước của các khu công nghiệp,75.395.563.222,40.889.509.387,75395563222.0,40889509387.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,17.558.752.691,50.367.835.542,17558752691.0,50367835542.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,34.604.257.003,25.813.300.376,34604257003.0,25813300376.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 30),553.879.723,5.083.690.677,553879723.0,5083690677.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.823.639.404.557,1.418.514.234.584,1823639404557.0,1418514234584.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),2.149.400.351.677,1.760.346.557.414,2149400351677.0,1760346557414.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.149.400.351.677,1.760.346.557.414,2149400351677.0,1760346557414.0
