row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Cổ phần Đầu tư Vinatex - Tân Tạo,Công ty Cổ phần Đầu tư Vinatex - Tân Tạo,Công ty Cổ phần Đầu tư Vinatex - Tân Tạo,Thu hồi gốc cho vay Cho vay Lãi cho vay,10.000.000.000 10.000.000.000 342.465.754,80.000.000.000 - 6.849.315.068,,,
Công ty TNHH Saigontel Long An,Công ty TNHH Saigontel Long An,Công ty TNHH Saigontel Long An,Góp vốn Cho vay Lãi cho vay Thanh toán lãi vay Lãi vay phải trả,62.500.000.000 37.417.340.000 6.187.543.661 2.142.123.282 104.794.521,- 104.500.000.000 5.195.527.970 - 1.124.999.994,,,
Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,Công ty TNHH Saigontel Long An > Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,Lãi cho vay,170.000.000,169.068.493,,170000000.0,169068493.0
Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Lãi cho vay Cho vay Lãi vay phải trả,18.432.563.092 5.000.000.000 -,11.139.960.354 100.000.000.000 936.000.001,,,
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng > Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn,Lãi đi vay,-,36.000.000,,,36000000.0
