row_label_raw,row_label_full,col_0,Thuyết minh,Tỷ lệ lợi ích,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số,Tỷ lệ lợi ích_1,Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số,numeric__Thuyết minh,numeric__Tỷ lệ lợi ích,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Tỷ lệ lợi ích_1,numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số
Công ty Cổ phần Đầu tư Sài Gòn – Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn – Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn – Đà Nẵng,(i),"48,00%",9.600.000,2.248.019.279.249,"48,00%",9.600.000,2.262.267.245.329,,0.48,9600000.0,2248019279249.0,0.48,9600000.0,2262267245329.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Nhơn Hội,(ii),"35,49%",54.000.000,935.130.550.379,"35,35%",54.000.000,936.921.973.761,,0.3549,54000000.0,935130550379.0,0.35350000000000004,54000000.0,936921973761.0
Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,Công ty Cổ phần Đầu tư Khu Công nghiệp Lê Minh Xuân 2,(iii),"22,72%",32.985.000,582.346.057.835,"22,02%",32.985.000,582.766.458.507,,0.22719999999999999,32985000.0,582346057835.0,0.2202,32985000.0,582766458507.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,(iv),"21,48%",31.793.846,434.528.942.308,"21,48%",31.793.846,425.484.008.289,,0.2148,31793846.0,434528942308.0,0.2148,31793846.0,425484008289.0
Công ty TNHH Saigontel Long An,Công ty TNHH Saigontel Long An,Công ty TNHH Saigontel Long An,(v),"22,32%",-,173.739.526.484,"21,63%",-,111.912.447.221,,0.2232,,173739526484.0,0.2163,,111912447221.0
Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,(vi),34%,1.077.528,4.597.596.131,34%,1.077.528,4.597.596.131,,0.34,1077528.0,4597596131.0,0.34,1077528.0,4597596131.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,4.378.361.952.386,,,4.323.949.729.238,,,,4378361952386.0,,,4323949729238.0
