row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
b. Dài hạn,b. Dài hạn,b. Dài hạn,719.745.961.537,697.176.037.505,719745961537.0,697176037505.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",3.037.337.039,-,3037337039.0,
- Nhận hợp tác đầu tư và các khoản khác,- Nhận hợp tác đầu tư và các khoản khác,- Nhận hợp tác đầu tư và các khoản khác,491.704.483.804,495.049.919.614,491704483804.0,495049919614.0
+ Công ty Cổ phần Giáo dục và Quốc tế Thần Đồng (a),+ Công ty Cổ phần Giáo dục và Quốc tế Thần Đồng (a),+ Công ty Cổ phần Giáo dục và Quốc tế Thần Đồng (a),200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
+ Công ty Cổ phần Đầu tư Nông nghiệp Công nghệ cao Hà Nội (b),+ Công ty Cổ phần Đầu tư Nông nghiệp Công nghệ cao Hà Nội (b),+ Công ty Cổ phần Đầu tư Nông nghiệp Công nghệ cao Hà Nội (b),220.500.000.000,220.500.000.000,220500000000.0,220500000000.0
+ Công ty TNHH Gió Hát (c),+ Công ty TNHH Gió Hát (c),+ Công ty TNHH Gió Hát (c),70.067.483.056,70.067.483.056,70067483056.0,70067483056.0
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,1.137.000.748,4.482.436.558,1137000748.0,4482436558.0
- Lãi vay phải trả,- Lãi vay phải trả,- Lãi vay phải trả,221.279.140.694,199.326.117.891,221279140694.0,199326117891.0
+ Lãi vay phải trả Ngân hàng Thương mại TNHH MTV Đại Dương (a),+ Lãi vay phải trả Ngân hàng Thương mại TNHH MTV Đại Dương (a),+ Lãi vay phải trả Ngân hàng Thương mại TNHH MTV Đại Dương (a),29.894.176.739,169.932.464.673,29894176739.0,169932464673.0
+ Lãi vay phải trả cá nhân mua nợ (f),+ Lãi vay phải trả cá nhân mua nợ (f),+ Lãi vay phải trả cá nhân mua nợ (f),172.991.310.737,-,172991310737.0,
+ Ngân hàng TMCP Quốc dân (NCB) (h),+ Ngân hàng TMCP Quốc dân (NCB) (h),+ Ngân hàng TMCP Quốc dân (NCB) (h),18.393.653.218,29.393.653.218,18393653218.0,29393653218.0
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,3.725.000.000,2.800.000.000,3725000000.0,2800000000.0
Cộng,Cộng,Cộng,967.218.707.529,999.246.221.474,967218707529.0,999246221474.0
