row_label_raw,row_label_full,STT,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,163.052.229.445,113.932.938.489,,1.0,,163052229445.0,113932938489.0
2.,2.,2.,Điều chỉnh cho các khoản,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và BĐSDT,02,,53.989.794.366,72.083.177.207,,2.0,,53989794366.0,72083177207.0
-,2. > -,-,Các khoản dự phòng,03,,18.673.449.074,29.279.099.604,,3.0,,18673449074.0,29279099604.0
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(10.337.502),70.965.475,,4.0,,-10337502.0,70965475.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,(73.827.293.882),(22.216.996.193),,5.0,,-73827293882.0,-22216996193.0
-,2. > -,-,Chi phí lãi vay,06,,20.207.091.779,14.530.485.336,,6.0,,20207091779.0,14530485336.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,182.084.933.280,207.679.669.918,,8.0,,182084933280.0,207679669918.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,128.008.169.514,108.164.783.174,,9.0,,128008169514.0,108164783174.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,13.400.672.044,22.539.534.527,,10.0,,13400672044.0,22539534527.0
-,2. > -,-,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,,(201.328.642.422),26.970.053.564,,11.0,,-201328642422.0,26970053564.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,16.053.025.116,486.614.191,,12.0,,16053025116.0,486614191.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,67.018.349.064,,13.0,,,67018349064.0
-,2. > -,-,Tiền lãi vay đã trả,14,,(5.614.935.552),(19.161.447.966),,14.0,,-5614935552.0,-19161447966.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,,(23.440.453.436),(40.763.759.084),,15.0,,-23440453436.0,-40763759084.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. > -,-,Tiền chi khác từ hoạt động kinh doanh,17,,(1.712.032.566),(2.537.844.536),,17.0,,-1712032566.0,-2537844536.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,107.450.735.978,370.395.952.852,,20.0,,107450735978.0,370395952852.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,,,,,,,,,
1.,II. > 1.,1.,"Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác",21,,(16.066.140.722),(17.738.753.086),,21.0,,-16066140722.0,-17738753086.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán TSCĐ và các TS dài hạn khác",22,,1.340.965.339,38.518.518,,22.0,,1340965339.0,38518518.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(636.601.542.030),(448.797.004.247),,23.0,,-636601542030.0,-448797004247.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,197.600.000.000,687.695.534.247,,24.0,,197600000000.0,687695534247.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(2.085.000.000.000),(266.671.000.000),,25.0,,-2085000000000.0,-266671000000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,1.710.000.000,248.750.000.000,,26.0,,1710000000.0,248750000000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,51.552.077.857,13.423.971.451,,27.0,,51552077857.0,13423971451.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.485.464.639.556),216.701.266.883,,30.0,,-2485464639556.0,216701266883.0
