row_label_raw,row_label_full,Tên công ty con,Địa chỉ,Tỷ lệ lợi ích của tại ngày cuối năm (%),Quyền biểu quyết,Quyền biểu quyết_1,Hoạt động kinh doanh chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích của tại ngày cuối năm (%),numeric__Quyền biểu quyết,numeric__Quyền biểu quyết_1,numeric__Hoạt động kinh doanh chính
Công ty TNHH Sản xuất Bình Hưng(Trước đó là Công ty CP Thương mại và Dịch vụ Bình Hưng),Công ty TNHH Sản xuất Bình Hưng(Trước đó là Công ty CP Thương mại và Dịch vụ Bình Hưng),Công ty TNHH Sản xuất Bình Hưng(Trước đó là Công ty CP Thương mại và Dịch vụ Bình Hưng),Bắc Ninh,"28,23%","100,00%","100,00%",Cho thuê nhà xưởng khu công nghiệp,,0.2823,1.0,1.0,
Quỹ Đầu tư cơ hội đặc biệt Leadvisors,Quỹ Đầu tư cơ hội đặc biệt Leadvisors,Quỹ Đầu tư cơ hội đặc biệt Leadvisors,Hà Nội,"55,04%","100,00%","100,00%",Quỹ đầu tư vào cổ phiếu và trái phiếu,,0.5504,1.0,1.0,
Công ty Cổ phần Kem Tín Phát (Công ty con từ ngày 13/12/2023),Công ty Cổ phần Kem Tín Phát (Công ty con từ ngày 13/12/2023),Công ty Cổ phần Kem Tín Phát (Công ty con từ ngày 13/12/2023),Hà Nội,"55,52%","100,00%",-,"Sản xuất, kinh doanh các loại bánh, kem",,0.5552,1.0,,
Công ty TNHH Thực phẩm sạch JP (Công ty con từ ngày 25/12/2023),Công ty TNHH Thực phẩm sạch JP (Công ty con từ ngày 25/12/2023),Công ty TNHH Thực phẩm sạch JP (Công ty con từ ngày 25/12/2023),Hà Nội,"55,60%","100,00%",-,Chưa phát sinh doanh thu,,0.556,1.0,,
