row_label_raw,row_label_full,Họ và tên,Chức vụ,"Tiền lương, thường",Thù lao,Tổng thu nhập,numeric__Chức vụ,"numeric__Tiền lương, thường",numeric__Thù lao,numeric__Tổng thu nhập
Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Chủ tịch HDQT,-,160.000.000,160.000.000,,,160000000.0,160000000.0
Ông Mai Hữu Đạt,Ông Mai Hữu Đạt,Ông Mai Hữu Đạt,Chủ tịch HDQT,-,300.000.000,300.000.000,,,300000000.0,300000000.0
Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,Phó Chủ tịch HDQT,-,150.000.000,150.000.000,,,150000000.0,150000000.0
Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Ủy viên HDQT kiểm Tổng Giám đốc,718.751.942,80.000.000,798.751.942,,718751942.0,80000000.0,798751942.0
Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Ủy viên HDQT,-,170.000.000,170.000.000,,,170000000.0,170000000.0
Bà Nguyễn Mai Phương,Bà Nguyễn Mai Phương,Bà Nguyễn Mai Phương,Ủy viên HDQT,-,90.000.000,90.000.000,,,90000000.0,90000000.0
Ông Bử Anh Sang,Ông Bử Anh Sang,Ông Bử Anh Sang,Ủy viên HDQT,-,90.000.000,90.000.000,,,90000000.0,90000000.0
Bà Nguyễn Thị Thanh Hường,Bà Nguyễn Thị Thanh Hường,Bà Nguyễn Thị Thanh Hường,Ủy viên HDQT,-,80.000.000,80.000.000,,,80000000.0,80000000.0
Bà Trần Thị Ngọc Bích,Bà Trần Thị Ngọc Bích,Bà Trần Thị Ngọc Bích,Ủy viên HDQT,-,80.000.000,80.000.000,,,80000000.0,80000000.0
Bà Trần Thị Trang,Bà Trần Thị Trang,Bà Trần Thị Trang,Trưởng BKS,-,80.000.000,80.000.000,,,80000000.0,80000000.0
Bà Nguyễn Hương Nga,Bà Nguyễn Hương Nga,Bà Nguyễn Hương Nga,Trưởng BKS,-,60.000.000,60.000.000,,,60000000.0,60000000.0
Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Thành viên BKS,-,40.000.000,40.000.000,,,40000000.0,40000000.0
Ông Phạm Trung Hiếu,Ông Phạm Trung Hiếu,Ông Phạm Trung Hiếu,Thành viên BKS,-,40.000.000,40.000.000,,,40000000.0,40000000.0
Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Thành viên BKS,-,30.000.000,30.000.000,,,30000000.0,30000000.0
Bà Bử Diệu Út Hường,Bà Bử Diệu Út Hường,Bà Bử Diệu Út Hường,Thành viên BKS,-,30.000.000,30.000.000,,,30000000.0,30000000.0
Ông Lô Hồng Hiệp,Ông Lô Hồng Hiệp,Ông Lô Hồng Hiệp,Tổng Giám đốc,525.142.800,-,525.142.800,,525142800.0,,525142800.0
Ông Nguyễn Giang Nam Cộng,Ông Nguyễn Giang Nam Cộng,Ông Nguyễn Giang Nam Cộng,Phó Tổng Giám đốc,285.000.000,-,285.000.000,,285000000.0,,285000000.0
,,,,1.528.894.742,1.480.000.000,3.008.894.742,,1528894742.0,1480000000.0,3008894742.0
