row_label_raw,row_label_full,col_0,Năm nay,numeric__Năm nay
- Chi phí lợi thế TM phân bổ,- Chi phí lợi thế TM phân bổ,- Chi phí lợi thế TM phân bổ,13.735.438.978,13735438978.0
- Chi phí nguyên vật liệu,- Chi phí nguyên vật liệu,- Chi phí nguyên vật liệu,329.416.839.818,329416839818.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,276.712.516.780,276712516780.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,40.254.355.388,40254355388.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,127.587.509.940,127587509940.0
- Chi phí khác bằng tiền,- Chi phí khác bằng tiền,- Chi phí khác bằng tiền,49.818.988.041,49818988041.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,16.103.425.891,16103425891.0
Cộng,Cộng,Cộng,853.629.074.836,853629074836.0
