row_label_raw,row_label_full,STT,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.01,999.175.492.396,1.017.555.451.758,,1.0,,999175492396.0,1017555451758.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.02,14.490.636.911,6.493.211.000,,2.0,,14490636911.0,6493211000.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,984.684.855.485,1.011.062.240.758,,10.0,,984684855485.0,1011062240758.0
4.,4.,4.,Giá vốn hàng bán,11,VI.03,528.378.396.863,535.803.024.856,,11.0,,528378396863.0,535803024856.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,456.306.458.622,475.259.215.902,,20.0,,456306458622.0,475259215902.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.04,52.696.089.818,20.017.667.468,,21.0,,52696089818.0,20017667468.0
7.,7.,7.,Chi phí tài chính,22,VI.05,26.540.960.509,25.123.969.386,,22.0,,26540960509.0,25123969386.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,20.207.091.779,14.530.485.336,,23.0,,20207091779.0,14530485336.0
8.,8.,8.,"Phần lãi lỗ trong công ty liên doanh, liên kết",24,VI.06,20.031.731.328,9.684.991.669,,24.0,,20031731328.0,9684991669.0
9.,9.,9.,Chi phí bán hàng,25,VI.09,171.669.932.077,173.416.145.500,,25.0,,171669932077.0,173416145500.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.09,148.002.936.933,180.887.304.952,,26.0,,148002936933.0,180887304952.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,182.820.450.249,125.534.455.201,,30.0,,182820450249.0,125534455201.0
12.,12.,12.,Thu nhập khác,31,VI.07,16.014.616.299,3.388.993.713,,31.0,,16014616299.0,3388993713.0
13.,13.,13.,Chi phí khác,32,VI.08,35.782.837.103,14.990.510.425,,32.0,,35782837103.0,14990510425.0
14.,14.,14.,Lợi nhuận khác,40,,(19.768.220.804),(11.601.516.712),,40.0,,-19768220804.0,-11601516712.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,163.052.229.445,113.932.938.489,,50.0,,163052229445.0,113932938489.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,VI.10,45.354.601.617,54.953.338.071,,51.0,,45354601617.0,54953338071.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,VI.11,(23.563.308.460),(84.098.172),,52.0,,-23563308460.0,-84098172.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,141.260.936.288,59.063.698.590,,60.0,,141260936288.0,59063698590.0
19.,19.,19.,Lợi nhuận sau thuế của Công ty mẹ,61,,94.080.442.324,40.438.624.275,,61.0,,94080442324.0,40438624275.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,47.180.493.964,18.625.074.315,,62.0,,47180493964.0,18625074315.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.12,287,122,,70.0,,287.0,122.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.13,287,122,,71.0,,287.0,122.0
