row_label_raw,row_label_full,STT,Nội dung,Số liệu đã trình bày trên BCTC hợp nhất cho năm tài chính kết thúc tại ngày 31/12/2022,Số liệu trình bày lại trên BCTC hợp nhất cho năm tài chính kết thúc tại ngày 31/12/2023,numeric__Nội dung,numeric__Số liệu đã trình bày trên BCTC hợp nhất cho năm tài chính kết thúc tại ngày 31/12/2022,numeric__Số liệu trình bày lại trên BCTC hợp nhất cho năm tài chính kết thúc tại ngày 31/12/2023
1,1,1,Lãi cơ bán trên cổ phiếu,135,122,,135.0,122.0
2,2,2,Lãi suy giảm trên cổ phiếu,135,122,,135.0,122.0
