row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,3.215.357.661,3.972.820.016,3215357661.0,3972820016.0
- Chi phí báo hiểm,- Chi phí báo hiểm,- Chi phí báo hiểm,456.980.413,249.871.861,456980413.0,249871861.0
- Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,- Công cụ dụng cụ xuất dùng,875.365.403,1.507.741.335,875365403.0,1507741335.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,356.809.957,-,356809957.0,
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,50.716.647,-,50716647.0,
- Các khoản khác,- Các khoản khác,- Các khoản khác,1.475.485.241,2.215.206.820,1475485241.0,2215206820.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,462.647.977.447,336.540.593.677,462647977447.0,336540593677.0
- Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tế Thăng Long (1),- Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tế Thăng Long (1),- Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tế Thăng Long (1),143.872.727.880,147.860.918.904,143872727880.0,147860918904.0
- Chi phí thuê dài hạn Trung tâm Thương mại Ninh Bình Plaza (2),- Chi phí thuê dài hạn Trung tâm Thương mại Ninh Bình Plaza (2),- Chi phí thuê dài hạn Trung tâm Thương mại Ninh Bình Plaza (2),42.307.094.746,43.705.694.492,42307094746.0,43705694492.0
- Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),- Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),- Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),71.799.311.865,73.865.508.614,71799311865.0,73865508614.0
- Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),- Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),- Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),9.219.968.515,9.456.377.959,9219968515.0,9456377959.0
- Chi phí thuê dài hạn Starcity Lê Văn Lương (5),- Chi phí thuê dài hạn Starcity Lê Văn Lương (5),- Chi phí thuê dài hạn Starcity Lê Văn Lương (5),12.623.517.560,12.968.939.394,12623517560.0,12968939394.0
- Chi phí thuê đất tại KCN - VSIP Bắc Ninh (6),- Chi phí thuê đất tại KCN - VSIP Bắc Ninh (6),- Chi phí thuê đất tại KCN - VSIP Bắc Ninh (6),14.103.104.465,14.529.201.233,14103104465.0,14529201233.0
- Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp tại OCH,- Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp tại OCH,- Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp tại OCH,4.629.629.625,11.574.074.073,4629629625.0,11574074073.0
- Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (7),- Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (7),- Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (7),4.364.429.964,4.464.425.692,4364429964.0,4464425692.0
- Quyền khai thác 12 căn Biệt thự tại Hội An (8),- Quyền khai thác 12 căn Biệt thự tại Hội An (8),- Quyền khai thác 12 căn Biệt thự tại Hội An (8),139.122.253.449,-,139122253449.0,
- Các khoản khác,- Các khoản khác,- Các khoản khác,20.605.939.378,18.115.453.316,20605939378.0,18115453316.0
Cộng,Cộng,Cộng,465.863.335.108,340.513.413.693,465863335108.0,340513413693.0
