row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu",24.406.795.424,-,21.545.958.884,-,24406795424.0,,21545958884.0,
"- Công cụ, dụng cụ","- Công cụ, dụng cụ","- Công cụ, dụng cụ",1.337.344.182,-,2.856.461.480,-,1337344182.0,,2856461480.0,
"- Chi phí sản xuất, kinh doanh dở dang (*)","- Chi phí sản xuất, kinh doanh dở dang (*)","- Chi phí sản xuất, kinh doanh dở dang (*)",305.688.156.514,(102.253.226.773),242.435.439.062,(102.253.226.773),305688156514.0,-102253226773.0,242435439062.0,-102253226773.0
- Thành phẩm,- Thành phẩm,- Thành phẩm,4.357.311.774,-,4.628.487.570,-,4357311774.0,,4628487570.0,
- Hàng hoá,- Hàng hoá,- Hàng hoá,5.237.730.845,-,8.369.044.500,(17.540.348),5237730845.0,,8369044500.0,-17540348.0
Cộng,Cộng,Cộng,341.027.338.739,(102.253.226.773),279.835.391.496,(102.270.767.121),341027338739.0,-102253226773.0,279835391496.0,-102270767121.0
(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,(*) Chi tiết chi phí sản xuất kinh doanh dở dang:,,,,
,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
- Dự án Saigon Airport Plaza (a),(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án Saigon Airport Plaza (a),- Dự án Saigon Airport Plaza (a),218.295.997.573,(102.253.226.773),218.295.997.573,(102.253.226.773),218295997573.0,-102253226773.0,218295997573.0,-102253226773.0
- Dự án StarCity Lê Văn Lương,(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án StarCity Lê Văn Lương,- Dự án StarCity Lê Văn Lương,12.781.999.306,-,13.268.640.000,-,12781999306.0,,13268640000.0,
- Dự án Nhà máy Tân Phú Trung (b),(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án Nhà máy Tân Phú Trung (b),- Dự án Nhà máy Tân Phú Trung (b),74.610.159.635,-,-,-,74610159635.0,,,
- Dự án Công trình Trung tâm Hội nghị 800 chỗ -Khách sạn Phương Đông,(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án Công trình Trung tâm Hội nghị 800 chỗ -Khách sạn Phương Đông,- Dự án Công trình Trung tâm Hội nghị 800 chỗ -Khách sạn Phương Đông,-,-,5.919.952.503,-,,,5919952503.0,
- Dự án Nam Đàn Plaza,(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án Nam Đàn Plaza,- Dự án Nam Đàn Plaza,-,-,3.527.157.992,-,,,3527157992.0,
- Dự án khác,(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > - Dự án khác,- Dự án khác,-,-,1.423.690.994,-,,,1423690994.0,
Cộng,(*) Chi tiết chi phí sản xuất kinh doanh dở dang: > Cộng,Cộng,305.688.156.514,(102.253.226.773),242.435.439.062,(102.253.226.773),305688156514.0,-102253226773.0,242435439062.0,-102253226773.0
