row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Lỗ lũy kế VND,Lợi ích cổ đông không kiểm soát VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Lỗ lũy kế VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,3.271.329.400.000,2.126.179.665.149,(13.372.661.943),239.365.288.111,5.623.501.691.317,3271329400000.0,2126179665149.0,-13372661943.0,239365288111.0,5623501691317.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,(385.506.615.174),(154.347.564.620),(539.854.179.794),,,-385506615174.0,-154347564620.0,-539854179794.0
Hoàn trả vốn góp của một công ty con cho cổ đông không kiểm soát,Hoàn trả vốn góp của một công ty con cho cổ đông không kiểm soát,Hoàn trả vốn góp của một công ty con cho cổ đông không kiểm soát,-,-,-,(9.999.800),(9.999.800),,,,-9999800.0,-9999800.0
Biến động khác,Biến động khác,Biến động khác,-,-,(35.627),-,(35.627),,,-35627.0,,-35627.0
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,3.271.329.400.000,2.126.179.665.149,(398.879.312.744),85.007.723.691,5.083.637.476.096,3271329400000.0,2126179665149.0,-398879312744.0,85007723691.0,5083637476096.0
Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 28),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 28),Phát hành cổ phiếu mới theo kế hoạch về quyền chọn mua cổ phần cho nhân viên (Thuyết minh 28),19.196.530.000,10.923.300.000,-,-,30.119.830.000,19196530000.0,10923300000.0,,,30119830000.0
Lợi nhuận/(Lỗ) thuần trong năm,Lợi nhuận/(Lỗ) thuần trong năm,Lợi nhuận/(Lỗ) thuần trong năm,-,-,27.040.308.872,(1.693.852.676),25.346.456.196,,,27040308872.0,-1693852676.0,25346456196.0
Biến động khác (Thuyết minh 1(d)),Biến động khác (Thuyết minh 1(d)),Biến động khác (Thuyết minh 1(d)),-,-,(669.966.280.000),-,(669.966.280.000),,,-669966280000.0,,-669966280000.0
Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,Số dư tại ngày 31 tháng 12 năm 2024,3.290.525.930.000,2.137.102.965.149,(1.041.805.283.872),83.313.871.015,4.469.137.482.292,3290525930000.0,2137102965149.0,-1041805283872.0,83313871015.0,4469137482292.0
