row_label_raw,row_label_full,col_0,Giá trị ghi sổ > 31/12/2024 VND,Giá trị ghi sổ > 1/1/2024 VND,numeric__Giá trị ghi sổ > 31/12/2024 VND,numeric__Giá trị ghi sổ > 1/1/2024 VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,-,3.486.596.830,,3486596830.0
Tài sản cố định hữu hình (Thuyết minh 12),Tài sản cố định hữu hình (Thuyết minh 12),Tài sản cố định hữu hình (Thuyết minh 12),-,1.947.820.874,,1947820874.0
Tài sản cố định vô hình (Thuyết minh 14),Tài sản cố định vô hình (Thuyết minh 14),Tài sản cố định vô hình (Thuyết minh 14),-,12.487.500.000,,12487500000.0
Gà giống,Gà giống,Gà giống,-,19.184.776.574,,19184776574.0
