row_label_raw,row_label_full,col_0,Chi phí đất trả trước VND,Công cụ và dụng cụ VND,Heo giống VND,Khác VND,Tổng VND,numeric__Chi phí đất trả trước VND,numeric__Công cụ và dụng cụ VND,numeric__Heo giống VND,numeric__Khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,463.164.765.554,14.324.466.913,46.245.893.740,21.722.786.662,545.457.912.869,463164765554.0,14324466913.0,46245893740.0,21722786662.0,545457912869.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,7.946.298.350,-,979.961.636,8.926.259.986,,7946298350.0,,979961636.0,8926259986.0
Phân loại từ tài sản cố định hữu hình,Phân loại từ tài sản cố định hữu hình,Phân loại từ tài sản cố định hữu hình,-,125.432.710,-,-,125.432.710,,125432710.0,,,125432710.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,13.882.001.242,34.040.976.517,500.000.000,48.422.977.759,,13882001242.0,34040976517.0,500000000.0,48422977759.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(14.237.380.241),(10.517.691.567),(25.306.404.303),(6.621.318.712),(56.682.794.823),-14237380241.0,-10517691567.0,-25306404303.0,-6621318712.0,-56682794823.0
Thanh lý và xóa số,Thanh lý và xóa số,Thanh lý và xóa số,-,(1.503.447.962),(12.406.062.028),(956.124.634),(14.865.634.624),,-1503447962.0,-12406062028.0,-956124634.0,-14865634624.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,448.927.385.313,24.257.059.686,42.574.403.926,15.625.304.952,531.384.153.877,448927385313.0,24257059686.0,42574403926.0,15625304952.0,531384153877.0
