row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,9.475.574.502.456,7.981.366.190.590,200.0,,9475574502456.0,7981366190590.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.947.586.983.977,23.010.887.366,210.0,,1947586983977.0,23010887366.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8(b),1.921.000.000.000,-,215.0,,1921000000000.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),26.586.983.977,23.010.887.366,216.0,,26586983977.0,23010887366.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,4.752.811.689.146,5.147.074.591.556,220.0,,4752811689146.0,5147074591556.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,4.311.629.683.535,4.586.203.559.381,221.0,12.0,4311629683535.0,4586203559381.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,5.689.242.755.904,5.654.280.416.817,222.0,,5689242755904.0,5654280416817.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(1.377.613.072.369),(1.068.076.857.436),223.0,,-1377613072369.0,-1068076857436.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,13,222.742.164.874,310.883.991.596,224.0,13.0,222742164874.0,310883991596.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,277.922.817.008,377.348.552.492,225.0,,277922817008.0,377348552492.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(55.180.652.134),(66.464.560.896),226.0,,-55180652134.0,-66464560896.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,218.439.840.737,249.987.040.579,227.0,14.0,218439840737.0,249987040579.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,344.789.377.117,344.789.377.117,228.0,,344789377117.0,344789377117.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(126.349.536.380),(94.802.336.538),229.0,,-126349536380.0,-94802336538.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,22.405.540.830,16.446.720.409,240.0,,22405540830.0,16446720409.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,15,22.405.540.830,16.446.720.409,242.0,15.0,22405540830.0,16446720409.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,2.114.054.896.942,2.126.162.912.542,250.0,,2114054896942.0,2126162912542.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,252,16,2.114.054.896.942,2.126.162.912.542,252.0,16.0,2114054896942.0,2126162912542.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,638.715.391.561,668.671.078.717,260.0,,638715391561.0,668671078717.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,17(b),531.384.153.877,545.457.912.869,261.0,,531384153877.0,545457912869.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,18,21.638.579.011,9.890.427.555,262.0,18.0,21638579011.0,9890427555.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,19,85.692.658.673,113.322.738.293,269.0,19.0,85692658673.0,113322738293.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,11.228.504.872.700,12.732.796.672.130,270.0,,11228504872700.0,12732796672130.0
