row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2024 VND,1/1/2024 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,,,,,
Khoản vay 1 (*),Vay ngân hàng có đảm bảo > Khoản vay 1 (*),Khoản vay 1 (*),VND,"4,78%-5,98%",2027,378.579.838.431,395.059.581.118,,,2027.0,378579838431.0,395059581118.0
Khoản vay 2 (*),Vay ngân hàng có đảm bảo > Khoản vay 2 (*),Khoản vay 2 (*),VND,"10,15%",2028,369.534.504.234,369.534.504.234,,0.1015,2028.0,369534504234.0,369534504234.0
Khoản vay 3 (*),Vay ngân hàng có đảm bảo > Khoản vay 3 (*),Khoản vay 3 (*),VND,"7,00%",2026,286.675.580.350,516.016.044.630,,0.07,2026.0,286675580350.0,516016044630.0
Khoản vay 4 (*),Vay ngân hàng có đảm bảo > Khoản vay 4 (*),Khoản vay 4 (*),VND,"4,78%-5,98%",2027,111.999.999.998,138.300.188.180,,,2027.0,111999999998.0,138300188180.0
Khoản vay 5 (*),Vay ngân hàng có đảm bảo > Khoản vay 5 (*),Khoản vay 5 (*),VND,"6,68%",2027,55.726.942.143,221.965.088.750,,0.0668,2027.0,55726942143.0,221965088750.0
Khoản vay 6,Vay ngân hàng có đảm bảo > Khoản vay 6,Khoản vay 6,VND,"7,20%",2028,13.889.285.990,17.809.285.990,,0.07200000000000001,2028.0,13889285990.0,17809285990.0
Khoản vay 7,Vay ngân hàng có đảm bảo > Khoản vay 7,Khoản vay 7,VND,"7,98%",2026,2.100.000.000,3.300.000.000,,0.07980000000000001,2026.0,2100000000.0,3300000000.0
Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,,,,,
Khoản vay 8,Vay ngân hàng không đảm bảo > Khoản vay 8,Khoản vay 8,VND,"7,10% - 7,27%",2024,-,4.733.576.622,,,2024.0,,4733576622.0
,,,,,,1.218.506.151.146,1.666.718.269.524,,,,1218506151146.0,1666718269524.0
