row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2024VND > 7.735.503.196,Phát sinhVND > 316.385.385.895,NộpVND > (71.104.560.802),Cán trừ/Phân loại lại/Hoàn lạiVND > (249.032.890.552),31/12/2024VND > 3.983.437.737,numeric__1/1/2024VND > 7.735.503.196,numeric__Phát sinhVND > 316.385.385.895,numeric__NộpVND > (71.104.560.802),numeric__Cán trừ/Phân loại lại/Hoàn lạiVND > (249.032.890.552),numeric__31/12/2024VND > 3.983.437.737
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,15.792.767.564,14.155.306.983,(19.716.747.162),(2.961.723.708),7.269.603.677,15792767564.0,14155306983.0,-19716747162.0,-2961723708.0,7269603677.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.003.255.863,35.093.250.952,(31.658.570.525),(2.159.410.261),5.278.526.029,4003255863.0,35093250952.0,-31658570525.0,-2159410261.0,5278526029.0
Khác,Khác,Khác,-,13.279.857.043,(12.857.362.425),(422.494.618),-,,13279857043.0,-12857362425.0,-422494618.0,
,,,27.531.526.623,378.913.800.873,(135.337.240.914),(254.576.519.139),16.531.567.443,27531526623.0,378913800873.0,-135337240914.0,-254576519139.0,16531567443.0
