row_label_raw,row_label_full,col_0,1/1/2024VND,Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtVND,31/12/2024VND,numeric__1/1/2024VND,numeric__Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhấtVND,numeric__31/12/2024VND
Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,9.890.427.555,11.748.151.456,21.638.579.011,9890427555.0,11748151456.0,21638579011.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,(297.477.489.597),-,(297.477.489.597),-297477489597.0,,-297477489597.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(35.460.304.978),4.701.651.733,(30.758.653.245),-35460304978.0,4701651733.0,-30758653245.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(663.881.630),346.373.026,(317.508.604),-663881630.0,346373026.0,-317508604.0
,,,(323.711.248.650),16.796.176.215,(306.915.072.435),-323711248650.0,16796176215.0,-306915072435.0
