row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 VND,Năm 2021 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 VND,numeric__Năm 2021 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,19,366.573.947.907,405.806.227.273,,19.0,366573947907.0,405806227273.0
02,02,02,2. Các khoản giảm trừ doanh thu,,27.777.777,-,,,27777777.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,366.546.170.130,405.806.227.273,,,366546170130.0,405806227273.0
11,11,11,4. Giá vốn hàng bán,20,333.894.432.586,348.181.216.803,,20.0,333894432586.0,348181216803.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,32.651.737.544,57.625.010.470,,,32651737544.0,57625010470.0
21,21,21,6. Doanh thu hoạt động tài chính,21,362.062.913.655,5.870.512.354,,21.0,362062913655.0,5870512354.0
22,22,22,7. Chi phí tài chính,22,20.815.075.919,15.106.597.585,,22.0,20815075919.0,15106597585.0
23,23,23,Trong đó: Chi phí lãi vay,,13.958.421.257,14.274.229.987,,,13958421257.0,14274229987.0
25,25,25,8. Chi phí bán hàng,23,6.207.637.784,5.621.285.376,,23.0,6207637784.0,5621285376.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,6.302.395.967,4.660.562.086,,24.0,6302395967.0,4660562086.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,361.389.541.529,38.107.077.777,,,361389541529.0,38107077777.0
31,31,31,11. Thu nhập khác,25,5.122.969.697,975.553.606,,25.0,5122969697.0,975553606.0
32,32,32,12. Chi phí khác,,14.652,-,,,14652.0,
40,40,40,13. Lợi nhuận khác,,5.122.955.045,975.553.606,,,5122955045.0,975553606.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,366.512.496.574,39.082.631.383,,,366512496574.0,39082631383.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,26,3.110.301.795,6.402.731.973,,26.0,3110301795.0,6402731973.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,363.402.194.779,32.679.899.410,,,363402194779.0,32679899410.0
