row_label_raw,row_label_full,col_0,Miền Bắc,Miền Trung,Miền Nam,Tổng cộng toàn doanh nghiệp,numeric__Miền Bắc,numeric__Miền Trung,numeric__Miền Nam,numeric__Tổng cộng toàn doanh nghiệp
,,,VND,VND,VND,VND,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,217.527.064.164,2.486.905.740,146.532.200.226,366.546.170.130,217527064164.0,2486905740.0,146532200226.0,366546170130.0
Giá vốn,Giá vốn,Giá vốn,200.607.110.135,2.154.921.272,131.132.401.179,333.894.432.586,200607110135.0,2154921272.0,131132401179.0,333894432586.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,16.919.954.029,331.984.468,15.399.799.047,32.651.737.544,16919954029.0,331984468.0,15399799047.0,32651737544.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,331.358.725.552,,,,331358725552.0
Tổng cộng tài sản,Tổng cộng tài sản,Tổng cộng tài sản,,,,3.997.247.900.811,,,,3997247900811.0
