row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày đầu năm,Nguyên giá > Tại ngày đầu năm,Tại ngày đầu năm,25.619.130.441,13.475.685.902,171.739.184,39.266.555.527,25619130441.0,13475685902.0,171739184.0,39266555527.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,100.000.000,-,100.000.000,,100000000.0,,100000000.0
Tại ngày cuối năm,Nguyên giá > Tại ngày cuối năm,Tại ngày cuối năm,25.619.130.441,13.575.685.902,171.739.184,39.366.555.527,25619130441.0,13575685902.0,171739184.0,39366555527.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày đầu năm,Khấu hao lũy kế > Tại ngày đầu năm,Tại ngày đầu năm,3.152.597.902,7.029.579.037,158.961.776,10.341.138.715,3152597902.0,7029579037.0,158961776.0,10341138715.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,906.183.676,2.908.329.270,12.777.408,3.827.290.354,906183676.0,2908329270.0,12777408.0,3827290354.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,4.058.781.578,9.937.908.307,171.739.184,14.168.429.069,4058781578.0,9937908307.0,171739184.0,14168429069.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,22.466.532.539,6.446.106.865,12.777.408,28.925.416.812,22466532539.0,6446106865.0,12777408.0,28925416812.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,21.560.348.863,3.637.777.595,-,25.198.126.458,21560348863.0,3637777595.0,,25198126458.0
