row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRÀ,,10.365.048.514.986,11.488.419.175.269,,,10365048514986.0,11488419175269.0
310,310,310,Nợ ngắn hạn,,1.679.163.688.421,2.070.603.380.359,,,1679163688421.0,2070603380359.0
311,311,311,Phải trả người bán ngắn hạn,14,74.935.697.190,1.224.607.420.026,,14.0,74935697190.0,1224607420026.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,1.930.007.663,2.367.202.447,,15.0,1930007663.0,2367202447.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(b),58.180.592.288,47.192.516.863,,,58180592288.0,47192516863.0
314,314,314,Phải trả người lao động,,637.738.211,940.875.532,,,637738211.0,940875532.0
315,315,315,Chi phí phải trả ngắn hạn,17,50.007.562.902,62.576.739.763,,17.0,50007562902.0,62576739763.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,117.512.892,260.178.925,,,117512892.0,260178925.0
319,319,319,Phải trả ngắn hạn khác,18,9.956.056.446,8.649.795.774,,18.0,9956056446.0,8649795774.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,19(a),1.414.512.464.303,662.987.640.328,,,1414512464303.0,662987640328.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,68.886.056.526,61.021.010.701,,20.0,68886056526.0,61021010701.0
330,330,330,Nợ dài hạn,,8.685.884.826.565,9.417.815.794.910,,,8685884826565.0,9417815794910.0
331,331,331,Phải trả người bán dài hạn,,-,151.309.883.176,,,,151309883176.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,423.040.722,273.197.457,,,423040722.0,273197457.0
337,337,337,Phải trả dài hạn khác,,1.399.800.000,-,,,1399800000.0,
338,338,338,Vay và nợ thuê tài chính dài hạn,19(b),8.681.996.151.843,9.264.097.059.149,,,8681996151843.0,9264097059149.0
342,342,342,Dự phòng phải trả dài hạn,,2.065.834.000,2.074.900.200,,,2065834000.0,2074900200.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,-,60.754.928,,,,60754928.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.767.322.391.982,5.629.735.271.956,,,5767322391982.0,5629735271956.0
410,410,410,Vốn chủ sở hữu,,5.767.322.391.982,5.629.735.271.956,,,5767322391982.0,5629735271956.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",4.054.494.010.000,3.861.369.020.000,,,4054494010000.0,3861369020000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.412.494.010.000,3.219.369.020.000,,,3412494010000.0,3219369020000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,642.000.000.000,,,642000000000.0,642000000000.0
412,412,412,Thắng dư vốn cổ phần,23,20.700.057.484,25.866.057.484,,23.0,20700057484.0,25866057484.0
418,418,418,Quỹ đầu tư phát triển,23,96.354.085.823,98.024.005.628,,23.0,96354085823.0,98024005628.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,178.508.233.688,292.430.636.129,,23.0,178508233688.0,292430636129.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,100.847.336.311,26.113.335.118,,,100847336311.0,26113335118.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,77.660.897.377,266.317.301.011,,,77660897377.0,266317301011.0
429,429,429,Lợi ích cổ đông không kiểm soát,23,1.417.266.004.987,1.352.045.552.715,,23.0,1417266004987.0,1352045552715.0
