row_label_raw,row_label_full,col_0,Máy móc thiết bị VND,numeric__Máy móc thiết bị VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Tại ngày đầu năm và ngày cuối năm,Nguyên giá > Tại ngày đầu năm và ngày cuối năm,Tại ngày đầu năm và ngày cuối năm,28.086.588.959,28086588959.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,
Tại ngày đầu năm,Khấu hao lũy kế > Tại ngày đầu năm,Tại ngày đầu năm,3.405.718.591,3405718591.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.574.338.692,1574338692.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,4.980.057.283,4980057283.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,24.680.870.368,24680870368.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,23.106.531.676,23106531676.0
