row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,193.124.990.000,182.213.760.000,193124990000.0,182213760000.0
Mua tài sản cố định chưa thanh toán tại ngày cuối năm,Mua tài sản cố định chưa thanh toán tại ngày cuối năm,Mua tài sản cố định chưa thanh toán tại ngày cuối năm,51.080.978.062,1.338.037.416.703,51080978062.0,1338037416703.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,30.311.227.924,36.526.868.030,30311227924.0,36526868030.0
Phân loại lại cho vay ngắn hạn sang dài hạn,Phân loại lại cho vay ngắn hạn sang dài hạn,Phân loại lại cho vay ngắn hạn sang dài hạn,20.000.000.000,-,20000000000.0,
Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,9.672.623.730,35.321.476.270,9672623730.0,35321476270.0
Phân loại lại phải thu khác thành cho vay (i),Phân loại lại phải thu khác thành cho vay (i),Phân loại lại phải thu khác thành cho vay (i),6.400.000.000,-,6400000000.0,
Phân loại lại đầu tư vào công ty con thành phải thu khác (i),Phân loại lại đầu tư vào công ty con thành phải thu khác (i),Phân loại lại đầu tư vào công ty con thành phải thu khác (i),6.400.000.000,-,6400000000.0,
Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,4.464.887.704,-,4464887704.0,
Thanh lý TSCĐ nhưng chưa thu tiền,Thanh lý TSCĐ nhưng chưa thu tiền,Thanh lý TSCĐ nhưng chưa thu tiền,5.692.483.172,3.072.600.000,5692483172.0,3072600000.0
Cấn trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,Cấn trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,Cấn trừ phải trả nhà cung cấp và phải thu từ thanh lý TSCĐ,-,5.692.842.225,,5692842225.0
