row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Vay dài hạn đáo hạn lại trong vòng một năm VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Vay dài hạn đáo hạn lại trong vòng một năm VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),223.278.344.341,251.288.314.642,(358.890.812.145),-,115.675.846.838,223278344341.0,251288314642.0,-358890812145.0,,115675846838.0
Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 19(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 19(b)),Trái phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 19(b)),30.000.000.000,-,(30.000.000.000),848.615.235.831,848.615.235.831,30000000000.0,,-30000000000.0,848615235831.0,848615235831.0
Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 19(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 19(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 19(b)),365.532.324.608,-,(365.532.324.608),446.044.410.255,446.044.410.255,365532324608.0,,-365532324608.0,446044410255.0,446044410255.0
Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 19(b)),Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 19(b)),Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 19(b)),4.095.691.380,-,(4.095.691.380),4.095.691.380,4.095.691.380,4095691380.0,,-4095691380.0,4095691380.0,4095691380.0
Vay bên liên quan (ii) (Thuyết minh 34),Vay bên liên quan (ii) (Thuyết minh 34),Vay bên liên quan (ii) (Thuyết minh 34),40.000.000.000,314.503.000.000,(354.503.000.000),-,-,40000000000.0,314503000000.0,-354503000000.0,,
Khác,Khác,Khác,81.279.999,-,-,-,81.279.999,81279999.0,,,,81279999.0
,,,662.987.640.328,565.791.314.642,(1.113.021.828.133),1.298.755.337.466,1.414.512.464.303,662987640328.0,565791314642.0,-1113021828133.0,1298755337466.0,1414512464303.0
