row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,195.013.743.724,406.766.375.283,195013743724.0,406766375283.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,118.280.353.717,30.493.454.836,118280353717.0,30493454836.0
Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Điều chỉnh: > Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,136.160.058.821,3.040.263.940,136160058821.0,3040263940.0
Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,Điều chỉnh: > Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,(30.859.474.040),(4.222.052.927),-30859474040.0,-4222052927.0
Lỗ tính thuế đã được sử dụng,Điều chỉnh: > Lỗ tính thuế đã được sử dụng,Lỗ tính thuế đã được sử dụng,-,(1.839.806.692),,-1839806692.0
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,418.594.682.222,434.238.234.440,418594682222.0,434238234440.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,56.434.954.410,37.298.423.608,56434954410.0,37298423608.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,14.446.071.971,25.118.764.898,14446071971.0,25118764898.0
,,,70.881.026.381,62.417.188.506,70881026381.0,62417188506.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(19.191.229.769),(26.230.393.384),-19191229769.0,-26230393384.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),51.689.796.612,36.186.795.122,51689796612.0,36186795122.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,46.864.367.463,41.127.952.128,46864367463.0,41127952128.0
Thuế TNDN - hoãn lại (Thuyết minh 21),Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN - hoãn lại (Thuyết minh 21),Thuế TNDN - hoãn lại (Thuyết minh 21),4.825.429.149,(4.941.157.006),4825429149.0,-4941157006.0
Chi phí thuế TNDN,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Chi phí thuế TNDN,Chi phí thuế TNDN,51.689.796.612,36.186.795.122,51689796612.0,36186795122.0
