row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.458.483.967.428,2.118.417.280.510,,,1458483967428.0,2118417280510.0
110,110,110,Tiền và các khoản tương đương tiền,4,229.105.088.949,333.840.180.277,,4.0,229105088949.0,333840180277.0
111,111,111,Tiền,,71.899.510.569,201.808.925.482,,,71899510569.0,201808925482.0
112,112,112,Các khoản tương đương tiền,,157.205.578.380,132.031.254.795,,,157205578380.0,132031254795.0
120,120,120,Đầu tư tài chính ngắn hạn,,233.227.700.000,490.780.000.000,,,233227700000.0,490780000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),233.227.700.000,490.780.000.000,,,233227700000.0,490780000000.0
130,130,130,Các khoản phải thu ngắn hạn,,829.253.577.813,749.953.495.381,,,829253577813.0,749953495381.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,473.901.746.212,359.179.377.155,,6.0,473901746212.0,359179377155.0
132,132,132,Trả trước cho người bán ngắn hạn,7,15.966.266.230,74.565.045.169,,7.0,15966266230.0,74565045169.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),229.320.000.000,256.147.376.270,,,229320000000.0,256147376270.0
136,136,136,Phải thu ngắn hạn khác,9(a),110.774.766.053,60.498.169.418,,,110774766053.0,60498169418.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(709.200.682),(436.472.631),,,-709200682.0,-436472631.0
140,140,140,Hàng tồn kho,,126.615.321.929,155.076.019.138,,,126615321929.0,155076019138.0
141,141,141,Hàng tồn kho,10,126.615.321.929,155.076.019.138,,10.0,126615321929.0,155076019138.0
150,150,150,Tài sản ngắn hạn khác,,40.282.278.737,388.767.585.714,,,40282278737.0,388767585714.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),10.892.515.079,9.579.623.250,,,10892515079.0,9579623250.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",16(a),28.788.627.746,378.359.473.622,,,28788627746.0,378359473622.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,16(a),601.135.912,828.488.842,,,601135912.0,828488842.0
