row_label_raw,row_label_full,(a),Ngắn hạnBên liên quan (Thuyết minh 34(b)),Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng VND,numeric__Ngắn hạnBên liên quan (Thuyết minh 34(b)),numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND
(a),(a),(a),Công ty Cổ phần Thủy điệnTrường Phú (i),180.900.000.000,-,175.727.376.270,-,,180900000000.0,,175727376270.0,
(a),(a),(a),Công ty Cổ phần Giao dịchHàng hóa Sơn Tín (ii),44.420.000.000,-,76.420.000.000,-,,44420000000.0,,76420000000.0,
(a),(a),(a),Công ty Cổ phần Năng lượngsạch Ninh Thuận (iii),4.000.000.000,-,4.000.000.000,-,,4000000000.0,,4000000000.0,
(a),(a),(a),,229.320.000.000,-,256.147.376.270,-,,229320000000.0,,256147376270.0,
(b),(b),(b),Dài hạnBên liên quan (Thuyết minh 34(b)),,,,,,,,,
(b),(b) > (b),(b),Công ty Cổ phần Giao dịchHàng hóa Sơn Tín,20.000.000.000,-,-,-,,20000000000.0,,,
