row_label_raw,row_label_full,col_0,Sô cuối năm VND,Sô đầu năm VND,numeric__Sô cuối năm VND,numeric__Sô đầu năm VND
Dự án Đức Huệ - Long An 2 (i),Dự án Đức Huệ - Long An 2 (i),Dự án Đức Huệ - Long An 2 (i),286.155.516.200,285.657.222.817,286155516200.0,285657222817.0
Dự án Điện mặt trời mái nhà TTCIZ (ii),Dự án Điện mặt trời mái nhà TTCIZ (ii),Dự án Điện mặt trời mái nhà TTCIZ (ii),38.324.163.937,-,38324163937.0,
Dự án Tĩnh Salavan Lào (iii),Dự án Tĩnh Salavan Lào (iii),Dự án Tĩnh Salavan Lào (iii),14.657.996.225,2.893.898.148,14657996225.0,2893898148.0
Dự án VPL Bến Tre (iv),Dự án VPL Bến Tre (iv),Dự án VPL Bến Tre (iv),2.964.384.993,169.527.241.946,2964384993.0,169527241946.0
Dự án Tân Phú Đông 1,Dự án Tân Phú Đông 1,Dự án Tân Phú Đông 1,-,4.407.353.087.489,,4407353087489.0
Các dự án khác,Các dự án khác,Các dự án khác,16.791.788.073,11.234.289.111,16791788073.0,11234289111.0
,,,358.893.849.428,4.876.665.739.511,358893849428.0,4876665739511.0
