row_label_raw,row_label_full,col_0,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,,,
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),315.693.407.917,-,315.693.407.917,315693407917.0,,315693407917.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(32.243.368.942),-,(32.243.368.942),-32243368942.0,,-32243368942.0
,,,283.450.038.975,,283.450.038.975,283450038975.0,,283450038975.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),321.936.902,19.312.499,341.249.401,321936902.0,19312499.0,341249401.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),880,,831,880.0,,831.0
