row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,113.883.080.000,1.231.710.200.000,,,113883080000.0,1231710200000.0
33,33,33,Tiền thu từ đi vay,,2.365.726.854.461,3.728.118.398.046,,,2365726854461.0,3728118398046.0
34,34,34,Tiền chi trả nợ gốc vay,,(2.196.460.215.564),(905.570.229.921),,,-2196460215564.0,-905570229921.0
35,35,35,Tiền chi trả nợ gốc thuê tài chính,,(4.095.691.380),(4.095.691.380),,,-4095691380.0,-4095691380.0
36,36,36,Tiền chi trả cổ tức cho cổ đông,,(84.295.256.500),(57.128.174.500),,,-84295256500.0,-57128174500.0
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,,194.758.771.017,3.993.034.502.245,,,194758771017.0,3993034502245.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(104.890.430.368),83.905.013.143,,,-104890430368.0,83905013143.0
60,60,60,Tiền và các khoản tương đương tiền đầu năm,4,333.840.180.277,250.041.671.907,,4.0,333840180277.0,250041671907.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,155.339.040,(106.504.773),,,155339040.0,-106504773.0
70,70,70,Tiền và các khoản tương đương tiền cuối năm,4,229.105.088.949,333.840.180.277,,4.0,229105088949.0,333840180277.0
