row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
200,200,200,TÀI SẢN DÀI HẠN,,14.673.886.939.540,14.999.737.166.715,,,14673886939540.0,14999737166715.0
210,210,210,Các khoản phải thu dài hạn,,40.706.085.155,2.241.627.622,,,40706085155.0,2241627622.0
215,215,215,Phải thu về cho vay dài hạn,8(b),20.000.000.000,-,,,20000000000.0,
216,216,216,Phải thu dài hạn khác,9(b),20.857.794.997,2.393.337.464,,,20857794997.0,2393337464.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(151.709.842),,,-151709842.0,-151709842.0
220,220,220,Tài sản cố định,,14.067.796.955.275,9.965.494.395.685,,,14067796955275.0,9965494395685.0
221,221,221,Tài sản cố định hữu hình,12(a),14.019.492.297.141,9.911.888.108.505,,,14019492297141.0,9911888108505.0
222,222,222,Nguyên giá,,16.908.639.318.236,12.129.938.166.697,,,16908639318236.0,12129938166697.0
223,223,223,Giá trị khấu hao lũy kế,,(2.889.147.021.095),(2.218.050.058.192),,,-2889147021095.0,-2218050058192.0
224,224,224,Tài sản cố định thuê tài chính,12(b),23.106.531.676,24.680.870.368,,,23106531676.0,24680870368.0
225,225,225,Nguyên giá,,28.086.588.959,28.086.588.959,,,28086588959.0,28086588959.0
226,226,226,Giá trị khấu hao lũy kế,,(4.980.057.283),(3.405.718.591),,,-4980057283.0,-3405718591.0
227,227,227,Tài sản cố định vô hình,12(c),25.198.126.458,28.925.416.812,,,25198126458.0,28925416812.0
228,228,228,Nguyên giá,,39.366.555.527,39.266.555.527,,,39366555527.0,39266555527.0
229,229,229,Giá trị khấu hao lũy kế,,(14.168.429.069),(10.341.138.715),,,-14168429069.0,-10341138715.0
240,240,240,Tài sản dở dang dài hạn,,358.893.849.428,4.876.665.739.511,,,358893849428.0,4876665739511.0
242,242,242,Chi phí xây dựng cơ bản dở dang,13,358.893.849.428,4.876.665.739.511,,13.0,358893849428.0,4876665739511.0
250,250,250,Đầu tư tài chính dài hạn,,168.150.343.624,112.949.964.187,,,168150343624.0,112949964187.0
252,252,252,Đầu tư vào công ty liên kết,5(b),168.150.343.624,112.949.964.187,,,168150343624.0,112949964187.0
260,260,260,Tài sản dài hạn khác,,38.339.706.058,42.385.439.710,,,38339706058.0,42385439710.0
261,261,261,Chi phí trả trước dài hạn,11(b),29.859.287.242,28.311.557.184,,,29859287242.0,28311557184.0
262,262,262,Tài sản thuế thu nhập hoãn lại,21,8.480.418.816,13.305.847.965,,21.0,8480418816.0,13305847965.0
269,269,269,Lợi thế thương mại,,-,768.034.561,,,,768034561.0
270,270,270,TỔNG TÀI SẢN,,16.132.370.906.968,17.118.154.447.225,,,16132370906968.0,17118154447225.0
