row_label_raw,row_label_full,"Doanh thu bán hàng hóa, dịch vụ trong năm",Năm nayVND > 365.400.174.111,Năm trướcVND > 539.477.818.187,numeric__Năm nayVND > 365.400.174.111,numeric__Năm trướcVND > 539.477.818.187
"Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm",365.400.174.111,539.477.818.187,365400174111.0,539477818187.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,590.909.091,-,590909091.0,
- Hàng bán trả lại,- Hàng bán trả lại,- Hàng bán trả lại,590.909.091,-,590909091.0,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,364.809.265.020,539.477.818.187,364809265020.0,539477818187.0
