row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị hợp lý VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị hợp lý VND,Số đầu năm > Dự phòng VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị hợp lý VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị hợp lý VND,numeric__Số đầu năm > Dự phòng VND
Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),Đầu tư vào công ty con (1),1.029.032.297.286,1.029.032.297.286,(*),1.029.032.297.286,1.029.032.297.286,(*),1029032297286.0,1029032297286.0,,1029032297286.0,1029032297286.0,
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",523.800.000.000,523.800.000.000,(*),523.800.000.000,523.800.000.000,(*),523800000000.0,523800000000.0,,523800000000.0,523800000000.0,
Cộng,Cộng,Cộng,1.552.832.297.286,1.552.832.297.286,-,1.552.832.297.286,1.552.832.297.286,-,1552832297286.0,1552832297286.0,,1552832297286.0,1552832297286.0,
(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,(1) Đầu tư công ty conThông tin chi tiết về Công ty con:,,,,,,
,,,,,,,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,
Tên công ty,Tên công ty,Tên công ty,Nơi thành lập và hoạt động,Nơi thành lập và hoạt động,Nơi thành lập và hoạt động,Hoạt động chính,%,%,,,,,,
Công ty cổ phần phát triển dịch vụ Hoàng Giang,Tên công ty > Công ty cổ phần phát triển dịch vụ Hoàng Giang,Công ty cổ phần phát triển dịch vụ Hoàng Giang,"Km 9, Quốc lộ 5, xã Nam Sơn, huyện An Dương, thành phố Hải Phòng","Km 9, Quốc lộ 5, xã Nam Sơn, huyện An Dương, thành phố Hải Phòng","Km 9, Quốc lộ 5, xã Nam Sơn, huyện An Dương, thành phố Hải Phòng",Kinh doanh ô tô và xe có động cơ,"99,78","99,78",,,,,99.78,99.78
Công ty TNHH Pruksa Việt Nam,Tên công ty > Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,"Phòng A, tầng 8, tòa nhà 116 Nguyễn Đức Cảnh, Lê Chân, Hải Phòng","Phòng A, tầng 8, tòa nhà 116 Nguyễn Đức Cảnh, Lê Chân, Hải Phòng","Phòng A, tầng 8, tòa nhà 116 Nguyễn Đức Cảnh, Lê Chân, Hải Phòng",Xây dựng nhà ở xã hội,"90,17","90,17",,,,,90.17,90.17
